CODE;CODE_LABEL
Z854;antécédents personnels de tumeur maligne des organes génitaux
Y629;asepsie insuffisante au cours d'un acte médical et chirurgical, sans précision
Y628;asepsie insuffisante au cours d'autres actes médicaux et chirurgicaux
X675;auto-intoxication par d'autres gaz et émanations et exposition à ces produits, zone de commerce et de services
W913;exposition aux rayonnements, sans précision, lieu de sport et d'athlétisme
Z855;antécédents personnels de tumeur maligne des voies urinaires
V872;personne blessée dans une collision entre une automobile et une camionnette (dans la circulation)
W914;exposition aux rayonnements, sans précision, rue ou route
W730;autres formes de noyade et submersion précisées, domicile
Z856;antécédents personnels de leucémie
V871;personne blessée dans une collision entre un autre véhicule à moteur et un véhicule à moteur à deux ou trois roues (dans la circulation)
W915;exposition aux rayonnements, sans précision, zone de commerce et de service
Z857;antécédents personnels d'autres tumeurs malignes des tissus lymphoïde, hématopoïétique et apparentés
V874;personne blessée dans une collision entre une automobile et un véhicule lourd (dans la circulation)
Z858;antécédents personnels de tumeurs malignes d'autres organes et systèmes
Z080;examen de contrôle après traitement chirurgical d'une tumeur maligne
V873;personne blessée dans une collision entre une automobile et un autobus (dans la circulation)
Z859;antécédents personnels de tumeur maligne, sans précision
W910;exposition aux rayonnements, sans précision, domicile
V876;personne blessée dans une collision entre un train ou un véhicule ferroviaire et une automobile (dans la circulation)
W911;exposition aux rayonnements, sans précision, établissement collectif
X677;auto-intoxication par d'autres gaz et émanations et exposition à ces produits, exploitation agricole
V875;personne blessée dans une collision entre un véhicule lourd et un autobus (dans la circulation)
Y002;agression par objet contondant, école, autre institution et lieu d'administration publique
X087;exposition à d'autres fumées, feux et flammes précisés, exploitation agricole
Z385;jumeaux, lieu de naissance non précisé
W648;exposition à des forces animées, autres et sans précision, autres lieux précisés
X312;exposition à un froid naturel excessif, école, autre institution et lieu d'administration publique
Z903;absence acquise de partie d'estomac
Z524;donneur de rein
X086;exposition à d'autres fumées, feux et flammes précisés, local industriel et chantier de construction
Y614;corps étranger accidentellement laissé dans l'organisme au cours d'une endoscopie
W649;exposition à des forces animées, autres et sans précision, lieu, sans précision
Y246;décharge d'armes à feu, autres et sans précision, intention non déterminée, local industriel et chantier de construction
Z388;autre naissances multiples, lieu de naissance non précisé
X110;contact avec de l'eau bouillante coulant d'un robinet, domicile
Z902;absence acquise de poumon [partie de]
X311;exposition à un froid naturel excessif, établissement collectif
X149;contact avec de l'air et des gaz brûlants, lieu, sans précision
W647;exposition à des forces animées, autres et sans précision, exploitation agricole
Y000;agression par objet contondant, domicile
Z523;donneur de moelle osseuse
Y613;corps étranger accidentellement laissé dans l'organisme au cours d'une injection ou vaccination
X085;exposition à d'autres fumées, feux et flammes précisés, zone de commerce et de service
Y245;décharge d'armes à feu, autres et sans précision, intention non déterminée, zone de commerce et de services
Z387;autres naissances multiples, enfants nés hors d'un hôpital
Z870;antécédents personnels de maladies de l'appareil respiratoire
X992;agression par objet tranchant, école, autre institution et lieu d'administration publique
W679;noyade et submersion dans une piscine, lieu, sans précision
X991;agression par objet tranchant, établissement collectif
X990;agression par objet tranchant, domicile
Z872;antécédents personnels de maladies de la peau et du tissu cellulaire sous-cutané
X369;victime d'avalanche, glissement de terrain et autres mouvements telluriques, lieu, sans précision
Z951;présence d'un pontage aorto-coronaire
Z871;antécédents personnels de maladies de l'appareil digestif
Z824;antécédents familiaux de cardiopathies ischémiques et autres maladies de l'appareil circulatoire
W179;autre chute d'un niveau à un autre, lieu, sans précision
X370;victime de tempête cataclysmique, domicile
X173;contact avec des moteurs, des machines et des outils brûlants, lieu de sport et d'athlétisme
W949;exposition à une dépression et une hyperpression et à des changements de pression barométriques, lieu, sans précision
Y485;effets indésirables des gaz thérapeutiques au cours de leur usage thérapeutique
Z823;antécédents familiaux d'accident cérébrovasculaire
X174;contact avec des moteurs, des machines et des outils brûlants, rue ou route
W948;exposition à une dépression et une hyperpression et à des changements de pression barométriques, autres lieux précisés
Y484;effets indésirables des anesthésiques, sans précision au cours de leur usage thérapeutique
Z822;antécédents familiaux de surdité et perte d'audition
X175;contact avec des moteurs, des machines et des outils brûlants, zone de commerce et de service
X372;victime de tempête cataclysmique, école, autre institution et lieu d'administration publique
Y483;effets indésirables des anesthésiques locaux au cours de leur usage thérapeutique
Z821;antécédents familiaux de cécité et perte de vision
X176;contact avec des moteurs, des machines et des outils brûlants, local industriel et chantier de construction
X371;victime de tempête cataclysmique, établissement collectif
Y567;effets indésirables des médicaments dentaires pour application locale au cours de leur usage thérapeutique
Y702;appareils d'anesthésiologie, associés à des accidents, prothèse et autres implants, matériel et accessoires
X177;contact avec des moteurs, des machines et des outils brûlants, exploitation agricole
Y703;appareils d'anesthésiologie, associés à des accidents, instruments, matériaux et appareils chirurgicaux (y compris les sutures)
Y701;appareils d'anesthésiologie, associés à des accidents, appareil pour traitement (non chirurgical) et rééducation
Y568;effets indésirables d'autres topiques agissant essentiellement sur la peau et les muqueuses au cours de leur usage thérapeutique
Z828;antécédents familiaux d'autres incapacités et maladies chroniques conduisant à l'invalidité, non classées ailleurs
X178;contact avec des moteurs, des machines et des outils brûlants, autres lieux précisés
Y700;appareils d'anesthésiologie, associés à des accidents, appareil pour diagnostic et monitorage
Y569;effets indésirables d'un topique agissant essentiellement sur la peau et les muqueuses, sans précision au cours de son usage thérapeutique
Z826;antécédents familiaux d'arthrite et autres maladies du système ostéo-articulaire, des muscles et du tissu conjonctif
Z827;antécédents familiaux de malformations congénitales et anomalies chromosomiques
X179;contact avec des moteurs, des machines et des outils brûlants, lieu, sans précision
X109;contact avec des boissons, aliments, graisses comestibles et huiles de cuisson brûlants, lieu, sans précision
X996;agression par objet tranchant, local industriel et chantier de construction
X118;contact avec de l'eau bouillante coulant d'un robinet, autres lieux précisés
Z874;antécédents personnels de maladies de l'appareil génito-urinaire
X367;victime d'avalanche, glissement de terrain et autres mouvements telluriques, exploitation agricole
X995;agression par objet tranchant, zone de commerce et de services
X117;contact avec de l'eau bouillante coulant d'un robinet, exploitation agricole
X368;victime d'avalanche, glissement de terrain et autres mouvements telluriques, autres lieux précisés
Z873;antécédents personnels de maladies du système ostéo-articulaire, des muscles et du tissu conjonctif
W260;contact avec un couteau, une épée ou un poignard
X994;agression par objet tranchant, rue ou route
X365;victime d'avalanche, glissement de terrain et autres mouvements telluriques, zone de commerce et de service
Z876;antécédents personnels de certaines affections dont l'origine se situe dans la période périnatale
W261;contact avec un couteau, une épée ou un poignard, établissement collectif
X993;agression par objet tranchant, lieu de sport et d'athlétisme
X366;victime d'avalanche, glissement de terrain et autres mouvements telluriques, local industriel et chantier de construction
