CODEACTE;CODEACTE_LABEL
NDAA001;Allongement osseux extemporané à l'avant-pied, avec autogreffe osseuse
NCFA008;Résection "en bloc" d'une extrémité et/ou de la diaphyse du tibia
NFEP002;Réduction orthopédique d'une luxation ou d'une luxation-fracture de l'articulation fémorotibiale
NEKA016;Remplacement de l'articulation coxofémorale par prothèse totale, avec ostéotomie de la diaphyse du fémur
NEQC001;Exploration de l'articulation coxofémorale, par arthroscopie
LBPA022;Ostéotomie maxillaire type hémi-Le Fort I, par abord intrabuccal
NFDA003;Arthrodèse fibulotibiale proximale, par arthrotomie
NEHA002;Biopsie de l'articulation coxofémorale, par abord direct
NEJB001;Évacuation de collection de l'articulation coxofémorale, par voie transcutanée
NEMA019;Reconstruction de l'articulation sacro-iliaque après perte de substance osseuse segmentaire avec arthrodèse, par abord direct
NEQM001;Échographie unilatérale ou bilatérale de la hanche du nouveau-né
NFJA002;Évacuation de collection de l'articulation du genou, par arthrotomie
NELA003;Pose d'une pièce acétabulaire chez un patient porteur d'une prothèse fémorale cervicocéphalique homolatérale
NEKA020;Remplacement de l'articulation coxofémorale par prothèse totale
NBFA003;Résection partielle d'une extrémité et/ou de la diaphyse du fémur sans interruption de la continuité osseuse
NBPA002;Ostéotomie simple unilatérale de la diaphyse du fémur, avec arthrodèse du couple de torsion du pied [talocalcanéenne et médiotarsienne] et correction de vices architecturaux du pied
NBPA007;Ostéotomie simple bilatérale de la diaphyse du fémur
NAPA006;Ostéotomie périacétabulaire de l'os coxal
NBCA015;Ostéosynthèse de fracture simple supracondylaire et intercondylaire du fémur, à foyer ouvert
NCCA004;Ostéosynthèse de fracture complexe du pilon tibial, à foyer ouvert
NBAA003;Allongement osseux progressif du fémur ou du tibia par système interne, sans allongement tendineux
NBCA010;Ostéosynthèse de fracture extracapsulaire du col du fémur
NBFA002;Résection segmentaire du fémur avec ostéosynthèse, pour pseudarthrose congénitale
NCPA014;Ostéotomie complexe de l'extrémité proximale du tibia
NCFA006;Exérèse partielle du tibia et/ou de la fibula sans interruption de la continuité, par abord unique
MJFA011;Résection des tissus mous de la main avec plastie cutanée et résection nerveuse, pour mégadactylie
MJPA001;Désinsertion musculo-tendino-cutanée étendue pour surélévation congénitale de la scapula
MZEA003;Réimplantation de 4 ou 5 doigts
MZEA002;Réimplantation de la main sectionnée au niveau du métacarpe
NCFA005;Résection partielle d'une extrémité et/ou de la diaphyse du tibia sans interruption de la continuité osseuse
NEEP006;Réduction orthopédique progressive d'une hanche instable non traumatique par harnais
NDEP001;Réduction orthopédique de fracture et/ou de luxation de l'avant-pied
NDFA005;Résection d'une exostose infra-unguéale d'un orteil
NDPA008;Ostéotomie du premier métatarsien, avec libération mobilisatrice de l'articulation métatarsophalangienne du premier orteil
NDCB001;Ostéosynthèse de fracture du talus ou des os du médiopied, à foyer fermé
NDFA004;Résection de synostose de l'arrière-pied ou du médiopied, par abord direct
NFMA002;Plastie ligamentaire extraarticulaire latérale du genou avec le fascia lata, par abord direct
NBAA006;Allongement osseux extemporané du fémur, avec autogreffe osseuse
NBCB005;Ostéosynthèse préventive du fémur pour lésion ostéolytique, à foyer fermé
NAFA005;Prélèvement d'un os coxal [hémibassin], sur un sujet décédé
NCCA006;Ostéosynthèse de fracture extraarticulaire de l'extrémité proximale du tibia, à foyer ouvert
NBPA013;Ostéotomie basicervicale du fémur
NBCA009;Ostéosynthèse de fractures homolatérales du col et de la diaphyse du fémur
NBGA005;Évidement de l'extrémité proximale du fémur en présence d'un cartilage épiphysaire actif avec comblement, par abord direct
NBCB001;Ostéosynthèse de fracture de la diaphyse du fémur par fixateur externe ou broche, à foyer fermé
NBCA014;Ostéosynthèse de fracture supracondylaire extraarticulaire du fémur, à foyer ouvert
NCCA002;Ostéosynthèse de fracture de la diaphyse du tibia, à foyer ouvert
QZNP024;Séance de destruction de lésion cutanée sur 30 cm² à 60 cm², avec laser vasculaire ou avec lampe flash
QZJA014;Pansement chirurgical initial de brûlure en dehors de l'extrémité céphalique et des mains, sur plus de 60% de la surface corporelle
QZNP030;Séance d'épilation cutanée sur plus de 150 cm², avec laser ou avec lampe flash
QZPA006;Escarrotomie de décharge sur 5 sites
QZPA001;Escarrotomie de décharge sur 2 sites
QZPA004;Section du pédicule d'un lambeau à distance
QZJA011;Évacuation de collection profonde de la peau et des tissus mous, par abord direct
NBMA811;Reconstruction du fémur par prothèse, après résection "en bloc" de la totalité du fémur
QZJA008;Pansement chirurgical secondaire de brûlure en dehors de l'extrémité céphalique et des mains, sur 30% à 60% de la surface corporelle
QZPA003;Escarrotomie de décharge sur 6 sites
QZGA006;Ablation de plusieurs corps étrangers profonds de la peau et des tissus mous, en dehors du visage et des mains
QZNP022;Destruction d'une lésion cutanée, par cryode de contact [cryochirurgie]
QZGA003;Ablation d'un corps étranger profond des tissus mous, en dehors du visage et des mains
QZJA007;Pansement chirurgical secondaire de brûlure en dehors de l'extrémité céphalique et des mains, sur 10% à 30% de la surface corporelle
QZJA010;Pansement chirurgical secondaire de brûlure en dehors de l'extrémité céphalique et des mains, sur 1% à 10% de la surface corporelle
QZJA022;Parage et/ou suture d'une plaie pulpo-unguéale
QZFA017;Excision de brûlure en dehors de l'extrémité céphalique et des mains, sur 5% à 7,5% de la surface corporelle
QZEA029;Greffe cutanée en sandwich, sur 2,5% à 5% de la surface corporelle
QEMA013;Mastoplastie bilatérale de réduction
QEMA009;Reconstruction de la plaque aréolomamelonnaire par autogreffe de mamelon, avec dermopigmentation
QZEA001;Greffe cutanée en sandwich, sur plus de 20% de la surface corporelle
NCCA003;Ostéosynthèse de fracture de l'éminence intercondylaire du tibia [des tubercules intercondylaires] [des épines tibiales], par arthrotomie
QBFA004;Excision d'une hidrosadénite suppurative périnéofessière [maladie de Verneuil] sur moins de 30 cm²
QZNP013;Séance de destruction de 1 à 5 lésions cutanées superficielles, par électrocoagulation
QZNP028;Séance d'épilation cutanée sur 50 cm² à 150 cm², avec laser ou avec lampe flash
QZFA038;Excision de lésion infectieuse diffuse de la peau et des tissus mous sur moins de 50 cm²
QZMA004;Réparation de perte de substance par lambeau local ou régional cutané, fascial, fasciocutané, septocutané, musculaire ou musculocutané, à pédicule vasculaire ou vasculonerveux anatomique, en dehors de l'extrémité céphalique
LACA020;Ostéosynthèse de fracture craniofaciale
LAEA007;Réduction de fracture de l'os nasal, par abord direct
JEPH001;Incision de valve de l'urètre par endoscopie, avec contrôle radiologique
JEFA010;Résection-anastomose de l'urètre postérieur, par laparotomie sans abord transsymphysaire
JEFE005;Résection de valve de l'urètre, par endoscopie
JESA004;Fermeture de fistule urétro-prostato-rectale, par laparotomie
JFFA009;Pelvectomie antérieure avec anastomose urétérocolique directe, par laparotomie
JGFA008;Exérèse des vésicules séminales, par laparotomie
JEHE002;Biopsie de l'urètre à la pince, par endoscopie
JEGE004;Ablation d'une endoprothèse définitive de l'urètre, par endoscopie
JEMA005;Plastie de l'urètre postérieur par lambeau pédiculé
JFQC001;Exploration de l'espace rétropéritonéal et de son contenu, par rétropéritonéoscopie [Rétropéritonéoscopie exploratrice]
AHLC802;Implantation d'électrode de stimulation du nerf phrénique par thoracoscopie ou par thoracotomie vidéoassistée, avec pose d'un générateur externe
JGFA009;Adénomectomie rétropubienne ou transcapsulaire de la prostate, par laparotomie
LAEP001;Réduction orthopédique de fracture de l'os zygomatique [malaire] ou de l'arcade zygomatique
KEFC001;Surrénalectomie totale pour phéochromocytome, par coelioscopie ou par rétropéritonéoscopie
KDQL001;Scintigraphie des glandes parathyroïdes
KCQL001;Scintigraphie de la glande thyroïde avec mesure radio-isotopique de la fixation thyroïdienne de l'iode
LAFA024;Ethmoïdectomie totale unilatérale, par endoscopie
LACA018;Ostéosynthèse de fracture fronto-naso-maxillaire à foyer ouvert par abord coronal, avec canthopexie
KCHJ003;Biopsie d'une lésion de la glande thyroïde, par voie transcutanée avec guidage échographique
KCFA003;Thyroïdectomie totale avec résection non interruptrice de la trachée, par cervicotomie
JRRD001;Séance de rééducation vésicosphinctérienne avec apprentissage des modes de déclenchement mictionnel ou de l'autosondage
JVRP008;Séance d'entraînement à la dialyse péritonéale continue ambulatoire
JVJF006;Épuration extrarénale par hémodialyse ou hémofiltration discontinue pour insuffisance rénale aigüe chez le nouveau-né, par 24 heures
JZNP001;Destruction de 10 à 50 lésions périnéales
QEMA012;Mastoplastie unilatérale de réduction
JVQF007;Évaluation de la dose de dialyse péritonéale par prélèvement unique de sang et de dialysat
JSED001;Transfert intra-utérin d'embryon, par voie vaginale
JVJF005;Épuration extrarénale par hémodialyse, hémodiafiltration ou hémofiltration continue pour insuffisance rénale aigüe, par 24 heures
JVQF005;Épreuve de filtration glomérulaire rénale par administration de substance exogène, avec recueil urinaire, avec épreuve de stimulation
JSLD002;Insémination artificielle intracervicale
KCFA010;Thyroïdectomie subtotale, par cervicotomie
JNJP001;Évacuation d'un utérus gravide par moyen médicamenteux, au 1er trimestre de la grossesse
JLQE002;Colposcopie
JQED002;Réduction d'une dystocie sévère des épaules
JMCA003;Suture immédiate de déchirure obstétricale du périnée avec lésion du muscle sphincter externe de l'anus [périnée complet]
JMPP001;Libération non chirurgicale de coalescence des petites lèvres de la vulve
JLFA002;Exérèse de lésion du vagin
KCFA011;Exérèse d'un kyste du tractus thyréoglosse
KAFA002;Exérèse de lésion de la loge hypophysaire, par craniotomie
JVQP006;Étude de la capacité d'acidification de l'urine
KCFA004;Isthmectomie de la glande thyroïde, par cervicotomie
JVQF004;Étude de la sécrétion d'hormone antidiurétique [ADH] par perfusion de chlorure de sodium hypertonique
JQLF001;Transfusion chez le foetus, par ponction du cordon ombilical
LHMH802;Spondyloplastie de plusieurs vertèbres, par voie transcutanée avec expansion et guidage radiologique
JQQM007;Échographie d'une grossesse multifoetale à partir du 2ème trimestre avec échographie-doppler des artères utérines de la mère et des vaisseaux des foetus, pour souffrance foetale
LJFA009;Résection du sternum
LJQK002;Radiographie du thorax avec radiographie du squelette du thorax
LLMC004;Cure d'une hernie hiatale sans pose de prothèse, par coelioscopie
LLMC003;Plastie d'une coupole du diaphragme pour éventration, par thoracoscopie
LJHA001;Biopsie osseuse du sternum et/ou des côtes, par abord direct
LHMA006;Correction instrumentale d'une déformation souple de la colonne vertébrale avec arthrodèse de 3 à 5 vertèbres, par abord postérieur
LLMA003;Plastie d'une coupole du diaphragme pour éventration, par thoracotomie
LMMA010;Cure d'éventration postopératoire de la paroi abdominale antérieure sans pose de prothèse, par abord direct
LMFA001;Exérèse de tumeur de la paroi abdominale antérieure avec fermeture par suture, par abord direct
LLCA002;Suture d'une coupole du diaphragme pour hernie congénitale, par thoracotomie
LJMA004;Plastie de malformation du thorax sans malformation du sternum, avec ostéosynthèse
LFPA002;Ostéotomie antérieure ou discectomie totale pour déformation rigide de la colonne vertébrale, avec arthrodèse et correction instrumentale, sur 4 vertèbres ou plus, par laparotomie ou par lombotomie
KCGA001;Énucléation de nodule de la glande thyroïde, par cervicotomie
NDFA002;Exérèse partielle d'os du pied sans interruption de la continuité, par abord direct
NDCB004;Ostéosynthèse de fracture du calcanéus, à foyer fermé
NCCA017;Ostéosynthèse de fracture bimalléolaire complexe, à foyer ouvert
NDPA002;Ostéotomie du métatarsien et de la phalange proximale du premier rayon du pied, avec libération mobilisatrice de l'articulation métatarsophalangienne du premier orteil et ostéotomie d'un métatarsien latéral
NEEP007;Réduction orthopédique d'une luxation traumatique de l'articulation coxofémorale, avec pose de traction continue
NJFA001;Résection d'ostéome paraarticulaire coxofémoral antérieur, postérieur ou médial
NGRP001;Mobilisation de l'articulation de la cheville à visée thérapeutique, sous anesthésie générale ou locorégionale
NJPA002;Libération des tissus mous de la cheville ou de l'arrière-pied avec capsulotomie, par abord postérieur
NHPA004;Libération mobilisatrice des articulations tarsométatarsiennes sur 5 rayons du pied
NHQH001;Arthrographie du pied et/ou des orteils
NJPA001;Section, allongement ou transfert tendineux pour correction bilatérale d'attitude vicieuse de la hanche, du genou et du pied, avec ostéotomie simple de la diaphyse du fémur et du tibia, par abord direct
NHRP003;Manipulation de pied bot varus équin ou de pied convexe, avec confection d'un appareil rigide externe de réduction progressive
NHDA006;Arthrodèse d'un interligne du médiotarse, par arthrotomie
NHRP002;Mobilisation d'articulation du pied à visée thérapeutique, sous anesthésie générale ou locorégionale
NHDA003;Arthrodèse du couple de torsion du pied [talocalcanéenne et médiotarsienne] avec correction de vices architecturaux, par abord direct
QZGA002;Ablation ou changement d'implant pharmacologique souscutané
QZNP007;Destruction de lésion cutanée sur plus de 100 cm², avec laser CO2 impulsionnel
QZJP001;Séance de détersion mécanique d'ulcération trophique de la peau et des tissus mous sur moins de 30 cm², sous anesthésie générale ou locorégionale
QZGA004;Ablation d'un corps étranger superficiel de la peau, en dehors du visage et des mains
QZNP003;Destruction de lésion cutanée sur 5 cm² à 20 cm², avec laser CO2 impulsionnel ou scanérisé, ou avec laser erbium Yag
QZLP001;Séance d'ionophorèse [iontophorèse] pour hyperhidrose
NGJC002;Évacuation de collection de l'articulation tibiotalienne ou d'une articulation du pied, par arthroscopie
NHPA002;Libération mobilisatrice de l'articulation métatarsophalangienne du premier orteil avec transfert tendineux ou syndesmopexie
NJPA006;Aponévrotomie et désinsertion musculaire à la plante du pied [Libération plantaire] avec ostéotomie du métatarse
NHFA001;Synovectomie articulaire de l'avant-pied
JFFA008;Pelvectomie totale avec urétérostomie cutanée, par laparotomie et par abord périnéal
JFFA020;Exérèse d'un tératome sacrococcygien de moins de 10 cm de diamètre, par abord transsacrococcygien [de Kraske]
JEPA001;Mise à plat de sténose de l'urètre postérieur
JHFA007;Exérèse de lésion des corps caverneux du pénis
JHEA001;Abaissement et fixation d'un testicule ectopique non palpable, par abord inguinal et par abord scrotal
JHMA005;Plastie du scrotum pour éléphantiasis
JHBA001;Plicature de la tunique vaginale du testicule, par abord scrotal
JGHB001;Ponction-cytoaspiration de la prostate, par voie transrectale ou transpérinéale
JHEA011;Dérotation chirurgicale du pénis
JHLA003;Pose d'une prothèse pénienne rigide ou semirigide
JHEP002;Détorsion manuelle du cordon spermatique
JHFA019;Résection d'une hydrocèle abdominoscrotale, par laparotomie ou par abord inguinal
JGNL001;Curiethérapie de la prostate par insertion permanente d'iode 125
JHCF001;Microprélèvement de l'épididyme, par voie transcutanée
LAHH002;Biopsie du crâne et/ou du massif facial, par voie transcutanée avec guidage radiologique
JEFE003;Résection du sphincter strié de l'urètre, par endoscopie
JFFA003;Pelvectomie antérieure avec urétérostomie cutanée transintestinale par anse non détubulée, par laparotomie
JEMA013;Méatoplastie de l'urètre par abord direct, chez la fille
JEKA008;Changement complet d'une prothèse sphinctérienne urinaire péricervicale ou périurétroprostatique chez l'homme, par laparotomie
JEFA007;Urétrectomie totale
JEQD002;Sphinctérométrie par cathétérisme urétral
JEMA001;Urétrocervicoplastie de continence avec entérocystoplastie d'agrandissement, par laparotomie
JEMA020;Urétroplastie pour hypospadias pénien postérieur ou moyen sans redressement du pénis
JEGE001;Ablation de corps étranger de l'urètre, par urétroscopie
JEPD002;Urétrotomie interne méatique ou rétroméatique à l'aveugle
JECE001;Ouverture de diverticule de l'urètre, par endoscopie
JECA002;Suture de plaie de l'urètre périnéal
LBBA006;Comblement de perte de substance mandibulaire interruptrice segmentaire antérieure limitée au corps, par abord intrabuccal ou facial
LBCA003;Ostéosynthèse et/ou suspension faciale pour fracture occlusofaciale de type Le Fort I, par abord direct
LBEP002;Réduction orthopédique de fracture du corps de la mandibule, avec contention par appareillage personnalisé
LBFA008;Résection non interruptrice extracondylaire de la mandibule, par abord direct
LBCA001;Ostéosynthèse de fracture extracondylaire bifocale de la mandibule, à foyer ouvert
LAQK004;Analyse céphalométrique craniofaciale bidimensionnell
LARA003;Mobilisation totale des cadres de l'orbite horizontalement ou par bipartition faciale, par craniotomie
LAQK003;Radiographie du crâne et/ou du massif facial selon 1 ou 2 incidences
LBEP003;Réduction d'une insuffisance transversale de l'os maxillaire par dispositif orthopédique et/ou dispositif fonctionnel
MCFA005;Résection d'une extrémité et/ou de la diaphyse d'un os de l'avant-bras, sans interruption de la continuité
MDCA001;Ostéosynthèse de fracture de l'os scaphoïde, à foyer ouvert
MAQK003;Radiographie de la ceinture scapulaire et/ou de l'épaule selon 1 ou 2 incidences
MAFA004;Résection d'un tiers de la clavicule ou plus
MCCA008;Ostéosynthèse de fracture de la diaphyse des 2 os de l'avant-bras, à foyer ouvert
MAQK001;Radiographie de la ceinture scapulaire et/ou de l'épaule selon 3 ou 4 incidences
LLBA002;Interposition ou apposition de lambeau diaphragmatique ou intercostal, au cours d'une intervention intrathoracique
LHMA007;Laminoplastie vertébrale sans exploration du contenu intradural, par abord postérieur ou par abord postérolatéral
LMMA008;Cure unilatérale d'une hernie de l'aine avec pose de prothèse, par abord prépéritonéal
LMMA004;Cure d'éventration postopératoire de la paroi abdominale antérieure avec pose de prothèse, par abord direct
LJMA003;Thoracoplastie de 2 à 5 côtes
LLCC001;Suture de plaie ou de rupture récente d'une coupole du diaphragme, par thoracoscopie
LMBA001;Interposition ou apposition d'un lambeau de muscle thoracique ou abdominal sur un organe médiastinal, au cours d'une intervention intrathoracique
LHMH003;Spondyloplastie de 2 vertèbres, par voie transcutanée avec guidage scanographique
LJQK001;Radiographie du squelette du thorax
LMMA011;Cure d'une hernie fémorale [crurale], par abord inguinofémoral
LHMA008;Reconstruction de l'isthme interarticulaire d'une vertèbre, par abord postérieur
LHMH801;Spondyloplastie d'une vertèbre, par voie transcutanée avec expansion et guidage scanographique
LHMH800;Spondyloplastie d'une vertèbre, par voie transcutanée avec expansion et guidage radiologique
LHQH002;Scanographie de plusieurs segments de la colonne vertébrale, avec injection intraveineuse de produit de contraste
LJFA006;Résection d'une côte
LJMA006;Plastie de malformation sternocostale, avec ostéosynthèse
LHQH006;Scanographie d'un segment de la colonne vertébrale, avec injection intraveineuse de produit de contraste
MEKA003;Changement d'une prothèse humérale pour une prothèse totale scapulohumérale
MEKA002;Changement d'une prothèse humérale et/ou de la pièce glénoïdale d'une prothèse totale scapulohumérale, avec reconstruction osseuse
MZFA003;Amputation complète de plusieurs rayons de la main
MJPA005;Fasciotomie [Aponévrotomie] palmaire, par abord direct
MZEA009;Translocation digitale et/ou carpo-métacarpo-digitale de deux rayons de la main
MZFA007;Amputation et/ou désarticulation de plusieurs doigts, sans résection des métacarpiens
MJMA010;Réparation de plaie de l'appareil extenseur d'un doigt par greffe ou plastie d'allongement ou de retournement sur un rayon de la main, par abord direct
MJJA001;Évacuation d'un phlegmon de gaine synoviale digitale ou digitocarpienne, par abord direct
MJEA020;Transfert musculotendineux et/ou ténodèse pour rétablissement de la fermeture des doigts longs et du pouce et des fonctions intrinsèques des doigts
MJFA018;Ténosynovectomie des muscles fléchisseurs au poignet ou à la paume de la main, par abord direct
MZFA014;Amputation d'un pouce surnuméraire
MZMA004;Suture de plaie de tendon avec suture de plaie du nerf médian, à la face antérieure du poignet
MJPA004;Désinsertion du muscle subscapulaire avec transfert musculaire
MDQK002;Radiographie bilatérale de la main et/ou du poignet, selon 1 incidence sur un seul cliché de face
MEMA001;Arthroplastie sternoclaviculaire par résection de l'extrémité médiale de la clavicule, par arthrotomie
MDFA004;Résection de la première rangée du carpe
MEMC005;Acromioplastie sans prothèse avec arthroplastie acromioclaviculaire par résection de l'extrémité latérale de la clavicule, par arthroscopie
MFEA001;Réduction d'une luxation du coude, par arthrotomie
MEKA009;Remplacement de l'articulation scapulohumérale par prothèse humérale unipolaire ou par cupule mobile, avec ostéotomie de l'extrémité proximale de l'humérus
MEMA009;Reconstruction de l'articulation de l'épaule par prothèse massive ou sur mesure, après résection segmentaire
MERP001;Mobilisation de l'articulation scapulohumérale à visée thérapeutique, sous anesthésie générale ou locorégionale
MDCA014;Ostéosynthèse de fracture articulaire d'un os de la main, à foyer ouvert
MEMA003;Reconstruction osseuse de l'épaule avec arthrodèse, après résection segmentaire
MEPC001;Libération mobilisatrice de l'articulation scapulohumérale et/ou subacromiale, par arthroscopie
MELH001;Injection sous pression d'un agent pharmacologique dans l'articulation scapulohumérale pour libération capsulaire, par voie transcutanée avec guidage radiologique, avec mobilisation articulaire sous anesthésie locale
DBBF198;Rétrécissement de l'orifice atrioventriculaire gauche par dispositif par voie veineuse transcutanée et voie transseptale avec guidage par échographie-doppler par voie transoesophagienne
MJEA003;Transfert musculotendineux pour rétablissement des fonctions intrinsèques des doigts longs et du pouce
MGKA003;Remplacement de l'articulation du poignet par prothèse partielle, par abord direct
MJEA017;Transfert ostéomusculaire du processus coracoïde ou transfert du ligament coracoacromial pour stabilisation de la clavicule
MGFC002;Synovectomie radiocarpienne et/ou intracarpienne, par arthroscopie
MHDA003;Arthrodèse trapézométacarpienne, par arthrotomie
MJCA008;Suture de plaies des 2 tendons des muscles fléchisseurs des doigts et d'un nerf digital palmaire, sur un rayon de la main
MHMA004;Reconstruction d'une articulation de la main par transfert pédiculé
MHDA004;Arthrodèse carpométacarpienne, par arthrotomie
MHQP001;Bilan fonctionnel des articulations de la main, sous anesthésie générale ou locorégionale
MACA002;Ostéosynthèse de fracture du col et/ou de la glène de la scapula, à foyer ouvert
MBCA012;Ostéosynthèse de fracture intracapsulaire de l'extrémité distale de l'humérus, à foyer ouvert
MBQK001;Radiographie du bras
MCCB007;Ostéosynthèse de fracture de la diaphyse des 2 os de l'avant-bras, à foyer fermé
LMMC004;Cure bilatérale d'une hernie de l'aine sans pose de prothèse, par vidéochirurgie
MBCA006;Ostéosynthèse d'une fracture supracondylaire et intercondylaire complexe de l'humérus, à foyer ouvert
LFEP002;Séance d'élongation de la colonne vertébrale lombale par traction sur table
LHGA006;Ablation de matériel d'ostéosynthèse de la colonne vertébrale sur 6 à 9 vertèbres, par abord postérieur
LFDA006;Arthrodèse postérieure et/ou postérolatérale d'un spondylolisthésis lombal avec réduction, avec ostéosynthèse, par abord postérieur
LHGA004;Ablation de matériel d'ostéosynthèse de la colonne vertébrale sur 10 vertèbres ou plus, par abord postérieur
LECA001;Ostéosynthèse de la colonne vertébrale avec exploration du contenu canalaire, par thoraco-phréno-laparotomie
LHRP001;Séance de médecine manuelle de la colonne vertébrale
LJJA001;Évacuation de collection suppurée de la paroi thoracique, par abord direct
LHPH907;Exérèse d'un disque intervertébral, par voie transcutanée avec guidage radiologique [Nucléotomie transcutanée]
LLMA007;Cure d'une hernie rétrocostoxiphoïdienne, par laparotomie
LHQH001;Arthrographie d'articulation vertébrale postérieure
LJCA001;Ostéosynthèse de fracture du sternum
LMMA018;Cure bilatérale d'une hernie de l'aine sans pose de prothèse sous anesthésie générale ou locorégionale, par abord inguinal
LMMA001;Cure bilatérale d'une hernie de l'aine avec pose de prothèse, par abord inguinal
LJLH002;Infiltration thérapeutique d'articulation costovertébrale, par voie transcutanée avec guidage scanographique
LBPA039;Ostéotomie segmentaire alvéolaire de la mandibule en avant des trous mentonniers, avec ostéotomie de transposition du menton osseux, par abord intrabuccal
LFCA002;Ostéosynthèse de la jonction lombosacrale sans exploration du contenu canalaire, par abord postérieur
LHFA001;Arthrectomie totale bilatérale et/ou ostéotomie postérieure pour déformation rigide de la colonne vertébrale avec arthrodèse et correction instrumentale, sur 3 à 5 vertèbres, par abord postérieur
LGCA001;Ostéosynthèse de fracture du sacrum, par abord postérieur
LEPA002;Ostéotomie antérieure ou discectomie totale pour déformation rigide de la colonne vertébrale avec arthrodèse, sans correction instrumentale, sur 1 à 3 vertèbres, par thoracotomie
LHHH001;Ponction ou cytoponction osseuse et/ou discale de la colonne vertébrale, par voie transcutanée avec guidage scanographique
LFFA011;Exérèse d'une hernie discale de la colonne vertébrale, par laparotomie ou par lombotomie
LHEP005;Traction continue unipolaire de la colonne vertébrale par sangle ou collier
LFFA001;Laminarthrectomie lombale ou lombosacrale totale bilatérale, par abord postérieur
LHCA011;Ostéosynthèse de la colonne vertébrale par fixateur externe
LFFA013;Corporectomie vertébrale totale, par laparotomie ou par lombotomie
LFGA001;Ablation de matériel d'ostéosynthèse de la colonne vertébrale, par laparotomie ou par lombotomie
LFCC001;Ostéosynthèse et/ou arthrodèse antérieure de la colonne vertébrale, par coelioscopie ou par rétropéritonéoscopie
LFFA007;Exérèse d'une récidive d'une hernie discale de la colonne vertébrale lombale préalablement opérée par abord direct, avec ostéosynthèse et/ou arthrodèse, par abord postérieur
LDPA010;Ostéotomie ou arthrectomie occipitoaxoïdienne pour déformation rigide de la colonne vertébrale, avec arthrodèse et correction instrumentale, par abord intrabuccal ou par cervicotomie
LFDA004;Arthrodèse intercorporéale de la colonne vertébrale lombale ou lombosacrale avec arthrodèse postérolatérale, par abord postérieur
LFFA010;Exérèse d'une hernie discale de la colonne vertébrale avec ostéosynthèse et/ou arthrodèse, par laparotomie ou par lombotomie
LHEP002;Réduction orthopédique extemporanée d'une scoliose ou d'une cyphose par manoeuvres externes, avec confection d'un corset rigide
LHFA019;Laminectomie vertébrale avec exploration du contenu intradural et plastie de la dure-mère, par abord postérieur ou postérolatéral
LHHA006;Biopsie de l'arc vertébral, par abord postérieur
LFFA012;Spondylectomie totale, par laparotomie ou lombotomie et par abord postérieur
NFMA010;Reconstruction du ligament croisé postérieur du genou par autogreffe sans renforcement synthétique, par arthrotomie
NFFA006;Synovectomie du genou, par arthrotomie antérieure et par arthrotomie postérieure avec changement de position du patient
NFFC003;Méniscectomies latérale et médiale du genou, par arthroscopie
NFJC002;Évacuation de collection de l'articulation du genou, par arthroscopie
NEKA003;Changement des pièces acétabulaire et fémorale d'une prothèse totale de hanche, sans reconstruction osseuse
NEEP001;Réduction orthopédique progressive d'une hanche instable non traumatique par traction, après l'âge de 12 mois
MFEP002;Réduction orthopédique d'une luxation ou d'une luxation-fracture du coude
MEEP003;Réduction orthopédique d'une luxation scapulohumérale avec fracture de l'extrémité proximale de l'humérus homolatéral
MDCB005;Ostéosynthèse de fracture articulaire d'un os de la main par broche, à foyer fermé
MEKA008;Remplacement de l'articulation scapulohumérale par prothèse totale, avec réinsertion, suture et/ou autoplastie de la coiffe des rotateurs de l'épaule
MEMP001;Confection d'une attelle de posture ou de mobilisation de l'épaule
MDFA007;Résection complète d'une phalange du pouce avec rétablissement de la continuité, pour triphalangie
MFEA002;Réduction orthopédique d'une luxation du coude, avec ostéosynthèse de fracture de l'épicondyle médial ou latéral de l'humérus à foyer ouvert
MDEA001;Autogreffe corticospongieuse encastrée de l'os scaphoïde
MEKA010;Remplacement de l'articulation scapulohumérale par prothèse humérale unipolaire ou par cupule mobile
MDCB002;Ostéosynthèse de fractures articulaires de plusieurs os de la main par broche, à foyer fermé
MEMC004;Réparation du bourrelet glénoïdal scapulohuméral, par arthroscopie
MEMC003;Acromioplastie sans prothèse, par arthroscopie
MFJC001;Nettoyage de l'articulation du coude, par arthroscopie
MEGA001;Ablation d'une prothèse de l'articulation scapulohumérale, avec arthrodèse scapulohumérale
MEKA006;Remplacement de l'articulation scapulohumérale par prothèse totale
MDEA003;Autogreffe corticospongieuse pédiculée de l'os scaphoïde
LAMA012;Comblement d'une dépression de la région orbitofaciale, sans exentération de l'orbite, par matériau inerte ou autogreffe
LBFA022;Résection interruptrice du processus condylaire de la mandibule par abord direct, avec pose de dispositif terminal, sans comblement
JVJF004;Séance d'épuration extrarénale par hémodialyse pour insuffisance rénale chronique
JQGD005;Accouchement unique par le siège par voie naturelle avec grande extraction, chez une multipare
JRGA003;Ablation totale d'une bandelette synthétique infra-urétrale, par laparotomie et par abord vaginal
JDPE002;Incision cervicale ou cervicoprostatique, par endoscopie
JDHE002;Biopsie de la vessie à la pince, par endoscopie
JDQF001;Cystomanométrie, par ponction transcutanée de la vessie
JDJE001;Décaillotage de la vessie, par endoscopie
LJJA002;Évacuation de collection suppurée de la paroi thoracique étendue au médiastin
