GHM;GHM_LABEL
10M114;Autres maladies métaboliques congénitales, niveau 4
11M114;Signes et symptômes concernant les reins et les voies urinaires, âge inférieur à 18 ans, niveau 4
16M114;Autres troubles de la lignée érythrocytaire, âge supérieur à 17 ans, niveau 4
17M114;Autres leucémies, niveau 4
18M114;Autres maladies infectieuses ou parasitaires, niveau 4
19M114;Névroses dépressives, niveau 4
21M114;Effets toxiques des autres substances chimiques, niveau 4
23M114;Autres motifs concernant majoritairement la petite enfance, niveau 4
15M12A;Nouveau-nés de 1300g et âge gestationnel de 32 SA et assimilés (groupe nouveau-nés 8), sans problème significatif
15M12B;Nouveau-nés de 1300g et âge gestationnel de 32 SA et assimilés (groupe nouveau-nés 8), avec problème significatif
01M12T;Autres affections du système nerveux, très courte durée
04M12T;Pneumothorax, très courte durée
05M12T;Troubles vasculaires périphériques, très courte durée
06M12T;Douleurs abdominales, très courte durée
10M12T;Tumeurs des glandes endocrines, très courte durée
11M12T;Signes et symptômes concernant les reins et les voies urinaires, âge supérieur à 17 ans, très courte durée
16M12T;Purpuras, très courte durée
17M12T;Lymphomes et autres affections malignes hématopoiètiques, très courte durée
19M12T;Anorexie mentale et boulimie, très courte durée
01M12V;Autres affections du système nerveux, âge inférieur à 70 ans sans CMA
04M12V;Pneumothorax sans CMA
05M12V;Troubles vasculaires périphériques, âge inférieur à 70 ans sans CMA
08M12V;Pathologies rachidiennes relevant d'un traitement médical, âge inférieur à 70 ans sans CMA
11M12V;Signes et symptômes concernant les reins et les voies urinaires, âge de 18 à 69 ans sans CMA
01M12W;Autres affections du système nerveux, âge supérieur à 69 ans et/ou CMA
04M12W;Pneumothorax avec CMA
05M12W;Troubles vasculaires périphériques, âge supérieur à 69 ans et/ou CMA
08M12W;Pathologies rachidiennes relevant d'un traitement médical, âge supérieur à 69 ans et/ou CMA
11M12W;Signes et symptômes concernant les reins et les voies urinaires, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans
09M12Z;Explorations et surveillance des affections de la peau
18M12Z;Explorations et surveillance pour maladies infectieuses ou parasitaires
24M12Z;Affections de la CMD 06 : séjours de moins de 2 jours, sans acte opératoire de la CMD 06
01M121;Autres affections du système nerveux, niveau 1
03M121;Infections aigües sévères des voies aériennes supérieures, âge inférieur à 18 ans, niveau 1
04M121;Pneumothorax, niveau 1
05M121;Troubles vasculaires périphériques, niveau 1
06M121;Douleurs abdominales, niveau 1
07M121;Suivis de greffe de foie et de pancréas, niveau 1
10M121;Tumeurs des glandes endocrines, niveau 1
11M121;Signes et symptômes concernant les reins et les voies urinaires, âge supérieur à 17 ans, niveau 1
16M121;Purpuras, niveau 1
17M121;Lymphomes et autres affections malignes hématopoiètiques, niveau 1
19M121;Anorexie mentale et boulimie, niveau 1
21M121;Autres effets toxiques, niveau 1
01M122;Autres affections du système nerveux, niveau 2
03M122;Infections aigües sévères des voies aériennes supérieures, âge inférieur à 18 ans, niveau 2
04M122;Pneumothorax, niveau 2
05M122;Troubles vasculaires périphériques, niveau 2
06M122;Douleurs abdominales, niveau 2
07M122;Suivis de greffe de foie et de pancréas, niveau 2
10M122;Tumeurs des glandes endocrines, niveau 2
11M122;Signes et symptômes concernant les reins et les voies urinaires, âge supérieur à 17 ans, niveau 2
16M122;Purpuras, niveau 2
17M122;Lymphomes et autres affections malignes hématopoiètiques, niveau 2
19M122;Anorexie mentale et boulimie, niveau 2
21M122;Autres effets toxiques, niveau 2
01M123;Autres affections du système nerveux, niveau 3
03M123;Infections aigües sévères des voies aériennes supérieures, âge inférieur à 18 ans, niveau 3
04M123;Pneumothorax, niveau 3
05M123;Troubles vasculaires périphériques, niveau 3
06M123;Douleurs abdominales, niveau 3
07M123;Suivis de greffe de foie et de pancréas, niveau 3
10M123;Tumeurs des glandes endocrines, niveau 3
11M123;Signes et symptômes concernant les reins et les voies urinaires, âge supérieur à 17 ans, niveau 3
16M123;Purpuras, niveau 3
17M123;Lymphomes et autres affections malignes hématopoiètiques, niveau 3
19M123;Anorexie mentale et boulimie, niveau 3
21M123;Autres effets toxiques, niveau 3
01M124;Autres affections du système nerveux, niveau 4
03M124;Infections aigües sévères des voies aériennes supérieures, âge inférieur à 18 ans, niveau 4
04M124;Pneumothorax, niveau 4
05M124;Troubles vasculaires périphériques, niveau 4
06M124;Douleurs abdominales, niveau 4
07M124;Suivis de greffe de foie et de pancréas, niveau 4
10M124;Tumeurs des glandes endocrines, niveau 4
11M124;Signes et symptômes concernant les reins et les voies urinaires, âge supérieur à 17 ans, niveau 4
16M124;Purpuras, niveau 4
17M124;Lymphomes et autres affections malignes hématopoiètiques, niveau 4
19M124;Anorexie mentale et boulimie, niveau 4
21M124;Autres effets toxiques, niveau 4
15M13A;Nouveau-nés de 1100g et âge gestationnel de 30 SA et assimilés (groupe nouveau-nés 9), sans problème significatif
15M13B;Nouveau-nés de 1100g et âge gestationnel de 30 SA et assimilés (groupe nouveau-nés 9), avec problème significatif
18M13E;Affections de la CMD 18 avec décès : séjours de moins de 2 jours
04M13T;Oedème pulmonaire et détresse respiratoire, très courte durée
05M13T;Douleurs thoraciques, très courte durée
06M13T;Tumeurs malignes de l'oesophage et de l'estomac, très courte durée
10M13T;Explorations et surveillance pour affections endocriniennes et métaboliques, très courte durée
16M13T;Autres troubles de la coagulation, très courte durée
17M13T;Polyglobulies, très courte durée
19M13T;Autres troubles de la personnalité et du comportement avec réactions impulsives, très courte durée
01M13Z;Troubles de la conscience et comas d'origine non traumatique
04M13Z;oedème pulmonaire et détresse respiratoire
05M13Z;Douleurs thoraciques
07M13Z;Explorations et surveillance des affections du système hépatobiliaire et du pancréas
08M13Z;Signes et symptômes concernant l'appareil musculosquelettique et le tissu conjonctif
09M13Z;Explorations et surveillance des affections des seins
10M13Z;Explorations et surveillance pour affections endocriniennes et métaboliques
23M13Z;Désensibilisations nécessitant une hospitalisation
24M13Z;Affections de la CMD 07 : séjours de moins de 2 jours, sans acte opératoire de la CMD 07
01M131;Troubles de la conscience et comas d'origine non traumatique, niveau 1
03M131;Infections aigües sévères des voies aériennes supérieures, âge supérieur à 17 ans, niveau 1
04M131;Oedème pulmonaire et détresse respiratoire, niveau 1
05M131;Douleurs thoraciques, niveau 1
06M131;Tumeurs malignes de l'oesophage et de l'estomac, niveau 1
16M131;Autres troubles de la coagulation, niveau 1
17M131;Polyglobulies, niveau 1
19M131;Autres troubles de la personnalité et du comportement avec réactions impulsives, niveau 1
21M131;Maltraitance, niveau 1
01M132;Troubles de la conscience et comas d'origine non traumatique, niveau 2
03M132;Infections aigües sévères des voies aériennes supérieures, âge supérieur à 17 ans, niveau 2
04M132;Oedème pulmonaire et détresse respiratoire, niveau 2
05M132;Douleurs thoraciques, niveau 2
06M132;Tumeurs malignes de l'oesophage et de l'estomac, niveau 2
16M132;Autres troubles de la coagulation, niveau 2
17M132;Polyglobulies, niveau 2
19M132;Autres troubles de la personnalité et du comportement avec réactions impulsives, niveau 2
21M132;Maltraitance, niveau 2
01M133;Troubles de la conscience et comas d'origine non traumatique, niveau 3
03M133;Infections aigües sévères des voies aériennes supérieures, âge supérieur à 17 ans, niveau 3
04M133;Oedème pulmonaire et détresse respiratoire, niveau 3
05M133;Douleurs thoraciques, niveau 3
06M133;Tumeurs malignes de l'oesophage et de l'estomac, niveau 3
16M133;Autres troubles de la coagulation, niveau 3
17M133;Polyglobulies, niveau 3
19M133;Autres troubles de la personnalité et du comportement avec réactions impulsives, niveau 3
21M133;Maltraitance, niveau 3
01M134;Troubles de la conscience et comas d'origine non traumatique, niveau 4
03M134;Infections aigües sévères des voies aériennes supérieures, âge supérieur à 17 ans, niveau 4
04M134;Oedème pulmonaire et détresse respiratoire, niveau 4
05M134;Douleurs thoraciques, niveau 4
06M134;Tumeurs malignes de l'oesophage et de l'estomac, niveau 4
16M134;Autres troubles de la coagulation, niveau 4
17M134;Polyglobulies, niveau 4
19M134;Autres troubles de la personnalité et du comportement avec réactions impulsives, niveau 4
21M134;Maltraitance, niveau 4
15M14A;Nouveau-nés de 800g et âge gestationnel de 28SA et assimilés (groupe nouveau-nés 10), sans problème significatif
15M14B;Nouveau-nés de 800g et âge gestationnel de 28SA et assimilés (groupe nouveau-nés 10), avec problème significatif
04M14T;Maladies pulmonaires interstitielles, très courte durée
07M14T;Symptômes et autres recours aux soins de la CMD 07, très courte durée
08M14T;Affections du tissu conjonctif, très courte durée
09M14T;Symptômes et autres recours aux soins concernant les affections de la peau, très courte durée
10M14T;Symptômes et autres recours aux soins de la CMD 10, très courte durée
18M14T;Symptômes et autres recours aux soins de la CMD 18, très courte durée
19M14T;Troubles bipolaires et syndromes dépressifs sévères, très courte durée
21M14T;Autres traumatismes et effets nocifs autres que les intoxications, très courte durée
01M14V;Accidents vasculaires cérébraux non transitoires sans CMA
04M14V;Maladies pulmonaires interstitielles sans CMA
08M14V;Affections du tissu conjonctif, âge inférieur à 70 ans sans CMA
01M14W;Accidents vasculaires cérébraux non transitoires avec CMA
04M14W;Maladies pulmonaires interstitielles avec CMA
08M14W;Affections du tissu conjonctif, âge supérieur à 69 ans et/ou CMA
03M14Z;Explorations et surveillance pour affections ORL
05M14Z;Arrêt cardiaque
07M14Z;Symptômes et autres recours aux soins de la CMD 07
09M14Z;Symptômes et autres recours aux soins concernant les affections de la peau
10M14Z;Symptômes et autres recours aux soins de la CMD 10
16M14Z;Explorations et surveillance pour affections du sang et des organes hématopoïétiques
17M14Z;Explorations et surveillance pour affections myéloprolifératives et tumeurs de siège imprécis ou diffus
18M14Z;Symptômes et autres recours aux soins de la CMD 18
23M14Z;Traitements prophylactiques
24M14Z;Pathologies rachidiennes relevant d'un traitement médical : séjours de moins de 2 jours
04M141;Maladies pulmonaires interstitielles, niveau 1
05M141;Arrêt cardiaque, niveau 1
06M141;Invaginations intestinales aigües, niveau 1
08M141;Affections du tissu conjonctif, niveau 1
19M141;Troubles bipolaires et syndromes dépressifs sévères, niveau 1
21M141;Autres traumatismes et effets nocifs autres que les intoxications, niveau 1
04M142;Maladies pulmonaires interstitielles, niveau 2
05M142;Arrêt cardiaque, niveau 2
06M142;Invaginations intestinales aigües, niveau 2
08M142;Affections du tissu conjonctif, niveau 2
19M142;Troubles bipolaires et syndromes dépressifs sévères, niveau 2
21M142;Autres traumatismes et effets nocifs autres que les intoxications, niveau 2
04M143;Maladies pulmonaires interstitielles, niveau 3
05M143;Arrêt cardiaque, niveau 3
06M143;Invaginations intestinales aigües, niveau 3
08M143;Affections du tissu conjonctif, niveau 3
19M143;Troubles bipolaires et syndromes dépressifs sévères, niveau 3
21M143;Autres traumatismes et effets nocifs autres que les intoxications, niveau 3
04M144;Maladies pulmonaires interstitielles, niveau 4
05M144;Arrêt cardiaque, niveau 4
06M144;Invaginations intestinales aigües, niveau 4
08M144;Affections du tissu conjonctif, niveau 4
19M144;Troubles bipolaires et syndromes dépressifs sévères, niveau 4
21M144;Autres traumatismes et effets nocifs autres que les intoxications, niveau 4
01M15T;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge supérieur à 79 ans, très courte durée
03M15T;Symptômes et autres recours aux soins de la CMD 03, très courte durée
04M15T;Autres diagnostics portant sur le système respiratoire, très courte durée
05M15T;Hypertension artérielle, très courte durée
07M15T;Affections hépatiques sévères à l'exception des tumeurs malignes, des cirrhoses et des hépatites alcooliques, très courte durée
08M15T;Tendinites, myosites et bursites, très courte durée
10M15T;Troubles métaboliques, âge inférieur à 18 ans, très courte durée
11M15T;Autres affections des reins et des voies urinaires d'origine diabétique, âge supérieur à 17 ans, très courte durée
16M15T;Symptômes et autres recours aux soins de la CMD 16, très courte durée
17M15T;Lymphomes et autres affections malignes lymphoïdes, très courte durée
19M15T;Autres psychoses, âge supérieur à 79 ans, très courte durée
21M15T;Rejets de greffe, très courte durée
04M15V;Autres diagnostics portant sur le système respiratoire sans CMA
08M15V;Tendinites, myosites et bursites, âge inférieur à 70 ans sans CMA
04M15W;Autres diagnostics portant sur le système respiratoire avec CMA
08M15W;Tendinites, myosites et bursites, âge supérieur à 69 ans et/ou CMA
01M15Z;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge supérieur à 80 ans
03M15Z;Symptômes et autres recours aux soins de la CMD 03
05M15Z;Hypertension artérielle
06M15Z;Suivi de greffes de l'appareil digestif
09M15Z;Symptômes et autres recours aux soins concernant les affections des seins
16M15Z;Symptômes et autres recours aux soins de la CMD 16
23M15Z;Actes non effectués en raison d'une contre-indication
24M15Z;Fractures, entorses et luxations : séjours de moins de 2 jours, sans anesthésie
01M151;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge supérieur à 79 ans, niveau 1
04M151;Autres diagnostics portant sur le système respiratoire, niveau 1
05M151;Hypertension artérielle, niveau 1
07M151;Affections hépatiques sévères à l'exception des tumeurs malignes, des cirrhoses et des hépatites alcooliques, niveau 1
08M151;Tendinites, myosites et bursites, niveau 1
10M151;Troubles métaboliques, âge inférieur à 18 ans, niveau 1
11M151;Autres affections des reins et des voies urinaires d'origine diabétique, âge supérieur à 17 ans, niveau 1
17M151;Lymphomes et autres affections malignes lymphoïdes, niveau 1
18M151;Autres maladies infectieuses concernant majoritairement la petite enfance, niveau 1
19M151;Autres psychoses, âge supérieur à 79 ans, niveau 1
21M151;Rejets de greffe, niveau 1
01M152;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge supérieur à 79 ans, niveau 2
04M152;Autres diagnostics portant sur le système respiratoire, niveau 2
05M152;Hypertension artérielle, niveau 2
07M152;Affections hépatiques sévères à l'exception des tumeurs malignes, des cirrhoses et des hépatites alcooliques, niveau 2
08M152;Tendinites, myosites et bursites, niveau 2
10M152;Troubles métaboliques, âge inférieur à 18 ans, niveau 2
11M152;Autres affections des reins et des voies urinaires d'origine diabétique, âge supérieur à 17 ans, niveau 2
17M152;Lymphomes et autres affections malignes lymphoïdes, niveau 2
18M152;Autres maladies infectieuses concernant majoritairement la petite enfance, niveau 2
19M152;Autres psychoses, âge supérieur à 79 ans, niveau 2
21M152;Rejets de greffe, niveau 2
01M153;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge supérieur à 79 ans, niveau 3
04M153;Autres diagnostics portant sur le système respiratoire, niveau 3
05M153;Hypertension artérielle, niveau 3
07M153;Affections hépatiques sévères à l'exception des tumeurs malignes, des cirrhoses et des hépatites alcooliques, niveau 3
08M153;Tendinites, myosites et bursites, niveau 3
10M153;Troubles métaboliques, âge inférieur à 18 ans, niveau 3
11M153;Autres affections des reins et des voies urinaires d'origine diabétique, âge supérieur à 17 ans, niveau 3
17M153;Lymphomes et autres affections malignes lymphoïdes, niveau 3
18M153;Autres maladies infectieuses concernant majoritairement la petite enfance, niveau 3
19M153;Autres psychoses, âge supérieur à 79 ans, niveau 3
21M153;Rejets de greffe, niveau 3
01M154;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge supérieur à 79 ans, niveau 4
04M154;Autres diagnostics portant sur le système respiratoire, niveau 4
05M154;Hypertension artérielle, niveau 4
07M154;Affections hépatiques sévères à l'exception des tumeurs malignes, des cirrhoses et des hépatites alcooliques, niveau 4
08M154;Tendinites, myosites et bursites, niveau 4
10M154;Troubles métaboliques, âge inférieur à 18 ans, niveau 4
11M154;Autres affections des reins et des voies urinaires d'origine diabétique, âge supérieur à 17 ans, niveau 4
17M154;Lymphomes et autres affections malignes lymphoïdes, niveau 4
18M154;Autres maladies infectieuses concernant majoritairement la petite enfance, niveau 4
19M154;Autres psychoses, âge supérieur à 79 ans, niveau 4
21M154;Rejets de greffe, niveau 4
01M16T;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge inférieur à 80 ans, très courte durée
04M16T;Traumatismes thoraciques, très courte durée
05M16T;Athérosclérose coronarienne, très courte durée
10M16T;Troubles métaboliques, âge supérieur à 17 ans, très courte durée
11M16T;Autres affections des reins et des voies urinaires, à l'exception de celles d'origine diabétique, âge supérieur à 17 ans, très courte durée
16M16T;Troubles sévères de la lignée érythrocytaire, âge inférieur à 18 ans, très courte durée
17M16T;Hémopathies myéloïdes chroniques, très courte durée
19M16T;Autres psychoses, âge inférieur à 80 ans, très courte durée
21M16T;Autres complications iatrogéniques non classées ailleurs, très courte durée
23M16T;Convalescences et autres motifs sociaux, très courte durée
04M16V;Traumatismes thoraciques majeurs sans CMA
05M16V;Athérosclérose coronarienne sans CMA
04M16W;Traumatismes thoraciques majeurs avec CMA
05M16W;Athérosclérose coronarienne avec CMA
01M16Z;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge inférieur à 81 ans
06M16Z;Explorations et surveillance pour affections de l'appareil digestif
08M16Z;Ostéomyélites
23M16Z;Convalescences et autres motifs sociaux
24M16Z;Affections de la CMD 08 : séjours de moins de 2 jours, sans acte opératoire de la CMD 08
01M161;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge inférieur à 80 ans, niveau 1
04M161;Traumatismes thoraciques, niveau 1
05M161;Athérosclérose coronarienne, niveau 1
07M161;Ictères du nouveau-né, niveau 1
10M161;Troubles métaboliques, âge supérieur à 17 ans, niveau 1
11M161;Autres affections des reins et des voies urinaires, à l'exception de celles d'origine diabétique, âge supérieur à 17 ans, niveau 1
16M161;Troubles sévères de la lignée érythrocytaire, âge inférieur à 18 ans, niveau 1
17M161;Hémopathies myéloïdes chroniques, niveau 1
19M161;Autres psychoses, âge inférieur à 80 ans, niveau 1
21M161;Autres complications iatrogéniques non classées ailleurs, niveau 1
01M162;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge inférieur à 80 ans, niveau 2
04M162;Traumatismes thoraciques, niveau 2
05M162;Athérosclérose coronarienne, niveau 2
07M162;Ictères du nouveau-né, niveau 2
10M162;Troubles métaboliques, âge supérieur à 17 ans, niveau 2
11M162;Autres affections des reins et des voies urinaires, à l'exception de celles d'origine diabétique, âge supérieur à 17 ans, niveau 2
16M162;Troubles sévères de la lignée érythrocytaire, âge inférieur à 18 ans, niveau 2
17M162;Hémopathies myéloïdes chroniques, niveau 2
19M162;Autres psychoses, âge inférieur à 80 ans, niveau 2
21M162;Autres complications iatrogéniques non classées ailleurs, niveau 2
01M163;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge inférieur à 80 ans, niveau 3
04M163;Traumatismes thoraciques, niveau 3
05M163;Athérosclérose coronarienne, niveau 3
07M163;Ictères du nouveau-né, niveau 3
10M163;Troubles métaboliques, âge supérieur à 17 ans, niveau 3
11M163;Autres affections des reins et des voies urinaires, à l'exception de celles d'origine diabétique, âge supérieur à 17 ans, niveau 3
16M163;Troubles sévères de la lignée érythrocytaire, âge inférieur à 18 ans, niveau 3
17M163;Hémopathies myéloïdes chroniques, niveau 3
19M163;Autres psychoses, âge inférieur à 80 ans, niveau 3
21M163;Autres complications iatrogéniques non classées ailleurs, niveau 3
01M164;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge inférieur à 80 ans, niveau 4
04M164;Traumatismes thoraciques, niveau 4
05M164;Athérosclérose coronarienne, niveau 4
07M164;Ictères du nouveau-né, niveau 4
10M164;Troubles métaboliques, âge supérieur à 17 ans, niveau 4
11M164;Autres affections des reins et des voies urinaires, à l'exception de celles d'origine diabétique, âge supérieur à 17 ans, niveau 4
16M164;Troubles sévères de la lignée érythrocytaire, âge inférieur à 18 ans, niveau 4
17M164;Hémopathies myéloïdes chroniques, niveau 4
19M164;Autres psychoses, âge inférieur à 80 ans, niveau 4
21M164;Autres complications iatrogéniques non classées ailleurs, niveau 4
01M17T;Sclérose en plaques et ataxie cérébelleuse, très courte durée
04M17T;Epanchements pleuraux, très courte durée
05M17T;Autres affections de l'appareil circulatoire, très courte durée
06M17T;Soins de stomies digestives, très courte durée
10M17T;Troubles nutritionnels divers, âge inférieur à 18 ans, très courte durée
16M17T;Autres troubles de la lignée érythrocytaire, âge inférieur à 18 ans, très courte durée
17M17T;Autres affections et tumeurs de siège imprécis ou diffus, très courte durée
01M17V;Sclérose en plaques et ataxie cérébelleuse, âge inférieur à 70 ans sans CMA
04M17V;Épanchements pleuraux sans CMA
05M17V;Autres affections de l'appareil circulatoire sans CMA
01M17W;Sclérose en plaques et ataxie cérébelleuse, âge supérieur à 69 ans et/ou CMA
04M17W;Épanchements pleuraux avec CMA
05M17W;Autres affections de l'appareil circulatoire avec CMA
06M17Z;Soins de stomies digestives
08M17Z;Arthrites septiques
24M17Z;Traumatismes de la peau et des tissus souscutanés : séjours de moins de 2 jours
01M171;Sclérose en plaques et ataxie cérébelleuse, niveau 1
04M171;Epanchements pleuraux, niveau 1
05M171;Autres affections de l'appareil circulatoire, niveau 1
10M171;Troubles nutritionnels divers, âge inférieur à 18 ans, niveau 1
11M171;Surveillances de greffes de rein, niveau 1
16M171;Autres troubles de la lignée érythrocytaire, âge inférieur à 18 ans, niveau 1
17M171;Autres affections et tumeurs de siège imprécis ou diffus, niveau 1
19M171;Maladies et troubles du développement psychologiques de l'enfance, niveau 1
01M172;Sclérose en plaques et ataxie cérébelleuse, niveau 2
04M172;Epanchements pleuraux, niveau 2
05M172;Autres affections de l'appareil circulatoire, niveau 2
10M172;Troubles nutritionnels divers, âge inférieur à 18 ans, niveau 2
11M172;Surveillances de greffes de rein, niveau 2
16M172;Autres troubles de la lignée érythrocytaire, âge inférieur à 18 ans, niveau 2
17M172;Autres affections et tumeurs de siège imprécis ou diffus, niveau 2
19M172;Maladies et troubles du développement psychologiques de l'enfance, niveau 2
01M173;Sclérose en plaques et ataxie cérébelleuse, niveau 3
04M173;Epanchements pleuraux, niveau 3
05M173;Autres affections de l'appareil circulatoire, niveau 3
10M173;Troubles nutritionnels divers, âge inférieur à 18 ans, niveau 3
11M173;Surveillances de greffes de rein, niveau 3
16M173;Autres troubles de la lignée érythrocytaire, âge inférieur à 18 ans, niveau 3
17M173;Autres affections et tumeurs de siège imprécis ou diffus, niveau 3
19M173;Maladies et troubles du développement psychologiques de l'enfance, niveau 3
01M174;Sclérose en plaques et ataxie cérébelleuse, niveau 4
04M174;Epanchements pleuraux, niveau 4
05M174;Autres affections de l'appareil circulatoire, niveau 4
10M174;Troubles nutritionnels divers, âge inférieur à 18 ans, niveau 4
11M174;Surveillances de greffes de rein, niveau 4
16M174;Autres troubles de la lignée érythrocytaire, âge inférieur à 18 ans, niveau 4
17M174;Autres affections et tumeurs de siège imprécis ou diffus, niveau 4
19M174;Maladies et troubles du développement psychologiques de l'enfance, niveau 4
01M18T;Lésions traumatiques intracrâniennes sévères, très courte durée
04M18T;Bronchiolites, très courte durée
05M18T;Transferts et autres séjours courts pour endocardites aiguës et subaiguës
06M18T;Symptômes et autres recours aux soins de la CMD 06, très courte durée
08M18T;Suites de traitement après une affection de l'appareil musculosquelettique ou du tissu conjonctif, très courte durée
10M18T;Troubles nutritionnels divers, âge supérieur à 17 ans, très courte durée
19M18T;Autres maladies et troubles mentaux de l'enfance, très courte durée
01M18V;Lésions traumatiques intracrâniennes sévères, âge inférieur à 70 ans sans CMA
01M18W;Lésions traumatiques intracrâniennes sévères, âge supérieur à 69 ans et/ou CMA
05M18Z;Endocardites aiguës et subaiguës
06M18Z;Symptômes et autres recours aux soins de la CMD 06
08M18Z;Suites de traitement après une affection de l'appareil musculosquelettique ou du tissu conjonctif
11M18Z;Explorations et surveillance pour affections du rein et des voies urinaires
23M18Z;Tests allergologiques nécessitant une hospitalisation
24M18Z;Affections de la CMD 09 : séjours de moins de 2 jours, sans acte opératoire de la CMD 09
01M181;Lésions traumatiques intracrâniennes sévères, niveau 1
04M181;Bronchiolites, niveau 1
05M181;Endocardites aiguës et subaiguës, niveau 1
08M181;Suites de traitement après une affection de l'appareil musculosquelettique ou du tissu conjonctif, niveau 1
10M181;Troubles nutritionnels divers, âge supérieur à 17 ans, niveau 1
16M181;Autres affections hématologiques concernant majoritairement la petite enfance, niveau 1
19M181;Autres maladies et troubles mentaux de l'enfance, niveau 1
01M182;Lésions traumatiques intracrâniennes sévères, niveau 2
04M182;Bronchiolites, niveau 2
05M182;Endocardites aiguës et subaiguës, niveau 2
08M182;Suites de traitement après une affection de l'appareil musculosquelettique ou du tissu conjonctif, niveau 2
10M182;Troubles nutritionnels divers, âge supérieur à 17 ans, niveau 2
16M182;Autres affections hématologiques concernant majoritairement la petite enfance, niveau 2
19M182;Autres maladies et troubles mentaux de l'enfance, niveau 2
01M183;Lésions traumatiques intracrâniennes sévères, niveau 3
04M183;Bronchiolites, niveau 3
05M183;Endocardites aiguës et subaiguës, niveau 3
08M183;Suites de traitement après une affection de l'appareil musculosquelettique ou du tissu conjonctif, niveau 3
10M183;Troubles nutritionnels divers, âge supérieur à 17 ans, niveau 3
16M183;Autres affections hématologiques concernant majoritairement la petite enfance, niveau 3
19M183;Autres maladies et troubles mentaux de l'enfance, niveau 3
01M184;Lésions traumatiques intracrâniennes sévères, niveau 4
04M184;Bronchiolites, niveau 4
05M184;Endocardites aiguës et subaiguës, niveau 4
08M184;Suites de traitement après une affection de l'appareil musculosquelettique ou du tissu conjonctif, niveau 4
10M184;Troubles nutritionnels divers, âge supérieur à 17 ans, niveau 4
16M184;Autres affections hématologiques concernant majoritairement la petite enfance, niveau 4
19M184;Autres maladies et troubles mentaux de l'enfance, niveau 4
04M19T;Tuberculoses, très courte durée
08M19T;Autres pathologies de l'appareil musculosquelettique et du tissu conjonctif, très courte durée
11M19T;Autres symptômes et recours aux soins de la CMD 11, très courte durée
19M19T;Troubles de l'humeur, très courte durée
01M19V;Autres lésions traumatiques intracrâniennes, sauf commotions, âge inférieur à 70 ans sans CMA
08M19V;Autres pathologies de l'appareil musculosquelettique et du tissu conjonctif sans CMA
01M19W;Autres lésions traumatiques intracrâniennes, sauf commotions, âge supérieur à 69 ans et/ou CMA
08M19W;Autres pathologies de l'appareil musculosquelettique et du tissu conjonctif avec CMA
11M19Z;Autres symptômes et recours aux soins de la CMD 11
23M19Z;Explorations et surveillance pour autres motifs de recours aux soins
24M19Z;Affections de la CMD 10 : séjours de moins de 2 jours, sans acte opératoire de la CMD 10
01M191;Autres lésions traumatiques intracrâniennes, sauf commotions, niveau 1
04M191;Tuberculoses, niveau 1
05M191;Surveillances de greffes de coeur sans acte diagnostique par voie vasculaire, niveau 1
06M191;Affections sévères du tube digestif, niveau 1
08M191;Autres pathologies de l'appareil musculosquelettique et du tissu conjonctif, niveau 1
10M191;Autres affections de la CMD 10 concernant majoritairement la petite enfance, niveau 1
19M191;Troubles de l'humeur, niveau 1
01M192;Autres lésions traumatiques intracrâniennes, sauf commotions, niveau 2
04M192;Tuberculoses, niveau 2
05M192;Surveillances de greffes de coeur sans acte diagnostique par voie vasculaire, niveau 2
06M192;Affections sévères du tube digestif, niveau 2
08M192;Autres pathologies de l'appareil musculosquelettique et du tissu conjonctif, niveau 2
10M192;Autres affections de la CMD 10 concernant majoritairement la petite enfance, niveau 2
19M192;Troubles de l'humeur, niveau 2
01M193;Autres lésions traumatiques intracrâniennes, sauf commotions, niveau 3
04M193;Tuberculoses, niveau 3
05M193;Surveillances de greffes de coeur sans acte diagnostique par voie vasculaire, niveau 3
06M193;Affections sévères du tube digestif, niveau 3
08M193;Autres pathologies de l'appareil musculosquelettique et du tissu conjonctif, niveau 3
10M193;Autres affections de la CMD 10 concernant majoritairement la petite enfance, niveau 3
19M193;Troubles de l'humeur, niveau 3
01M194;Autres lésions traumatiques intracrâniennes, sauf commotions, niveau 4
04M194;Tuberculoses, niveau 4
05M194;Surveillances de greffes de coeur sans acte diagnostique par voie vasculaire, niveau 4
06M194;Affections sévères du tube digestif, niveau 4
08M194;Autres pathologies de l'appareil musculosquelettique et du tissu conjonctif, niveau 4
10M194;Autres affections de la CMD 10 concernant majoritairement la petite enfance, niveau 4
19M194;Troubles de l'humeur, niveau 4
04M20T;Bronchopneumopathies chroniques surinfectées, très courte durée
