CODEACTE;CODEACTE_LABEL
R671;Osteotomie+greffon interpose, tibia sup
R675;Osteotomie sple, rotule extrem sup tibia
R676;Osteotomie complexe : rotule, perone sup
R678;Osteot+gref interpose, rotule perone sup
R686;Resection epiphysaire : genou
R687;Resection diaphyso-epiphysaire : genou
R688;Resection totale de la rotule
R689;Resection totale du genou
R690;Resection osseuse etendue : genou
R691;Autres grandes resections : genou
R692;Prothese interne apres resection genou
R693;Proth fem-patellaire apres resect rotule
R696;Perforation, forage : genou
R698;Autres interventions : genou
R703;Ablation simple fragment osseux : jambe
R706;Autres osteosyntheses : jambe
R707;Osteosynthese a vis, boulons : jambe
R709;Osteosynthese : cercles (jambe)
R710;Osteosynthese : agrafes (jambe)
R711;Osteosynthese : plaques (jambe)
R712;Enclouage medullaire : jambe
R713;Enclouage percutane : jambe
R714;Osteosynthese : clou-plaque (jambe)
R715;Osteosynthese : fixateur externe, jambe
R716;Osteosynthese : compression autre, jambe
R717;Osteosynth/plaques a compression : jambe
R718;Fixateurs externes + compression : jambe
R719;Traction continue : jambe
R720;Broche et clou de steinman : jambe
R721;Enchevillement eclissage : jambe
R722;Osteosynthese non metallique : jambe
R723;Ablation materiel d'osteosynthese jambe
R724;Autre ttt orthopedique fracture : jambe
R725;Traction continue + transosseuse : jambe
R726;Autogreffe fraiche corticale : jambe
R727;Autogreffe fraiche spongieuse : jambe
R728;Autogreffe fraiche pediculee : jambe
R729;Autogreffe fraiche + anast vasc : jambe
R730;Autogreffe fraiche papineau : jambe
R731;Autogreffe fraiche autre & sai : jambe
R732;Greffe de banque : jambe
R733;Autogreffe differee : jambe
R734;Homogreffe s.a.i. : jambe
R735;Heterogreffe s.a.i. : jambe
R736;Greffe de corail : jambe
R737;Ablation de greffe : jambe
R738;Osteotomie de derotation : jambe
R740;Osteotomie complexe : jambe
R742;Osteotomie + greffon interpose : jambe
R747;Resection totale du perone
R748;Resection diaphysaire : jambe
R749;Resection diaphyso-epiphysaire : jambe
R750;Resection totale du tibia
R751;Resection totale articul tibiotarsienne
R752;Resection osseuse etendue : jambe
R753;Autres grandes resections : jambe
R754;Prothese interne apres resection : jambe
R759;Autres interventions : jambe
R761;Biopsie : pied
R762;Ponction biopsique : pied
R766;Autres osteosyntheses : tarse posterieur
R767;Osteosynth a vis, a boulons : tarse post
R769;Osteosynthese/cercles, tarse posterieur
R770;Osteosynthese/agrafes : tarse posterieur
R771;Osteosynthese/plaques : tarse posterieur
R772;Enclouage medullaire : tarse posterieur
R773;Enclouage percutane : tarse posterieur
R774;Clou-plaque : tarse posterieur
R775;Fixateur externe : tarse posterieur
R776;Plaques a compression : tarse posterieur
R777;Fixateur ext + compression : tarse post
R778;Autre compression : tarse posterieur
R779;Broche & clou de steinman : tarse post
R780;Enchevillement eclissage : tarse post
R781;Osteosynth non metallique : tarse post
R782;Osteosynth avantpied sf enclouage&fixat
R783;Enclouage medul, fixateur ext avant-pied
R784;Ablation materiel d'osteosynthese : pied
R785;Ttt orthopedique des fractures : pied
R786;Prelevement d'os au niveau de la jambe
R788;Autogreffe fraiche corticale : pied
R789;Autogreffe fraiche spongieuse : pied
R790;Autogreffe fraiche pediculee : pied
R791;Autogreffe fraiche + anast vasc : pied
R792;Autogreffe fraiche papineau : pied
R793;Autogreffe fraiche autre & sai : pied
R794;Greffe de banque : pied
R795;Autogreffe differee : pied
R796;Homogreffe s.a.i. : pied
R797;Heterogreffe s.a.i. : pied
R798;Greffe de corail : pied
R799;Ablation de greffe : pied
R800;Autres osteotomies : pied
R801;Osteotomie simple : tarse posterieur
R802;Osteotomie complexe : tarse posterieur
R804;Osteotomie+greffon interpose, tarse post
R808;Osteotomie simple : avant-pied
R809;Osteotomie complexe : avant-pied
R811;Osteotomie+greffon interpose, avant-pied
R814;Osteotomies multiples : avant-pied
R815;Evidement+combl cavite osseuse cheville
R816;Resection totale d'1os, tarse posterieur
R817;Resection osseuse etendue : tarse post
R818;Resection d'une tete de metatarsien
R819;Resection plusieurs tetes metatarsiens
R820;Resection totale d'un os : avant-pied
R822;Prothese interne apres resection : pied
R823;Traction continue : fracture de cheville
R824;Traction continue transosseuse cheville
R826;Perforation, forage : pied
R828;Autres interventions : pied
R829;Autre ttt orthopedique : cheville
R830;Osteotomie simple unimalleolaire
R831;Biopsie : rachis
R832;Ponction biopsique : rachis
R833;Ablation simple fragment osseux : rachis
R835;Evidement simple cavite osseuse : rachis
R837;Evidement + combl cavite osseuse, rachis
R839;Osteotomie complexe unimalleolaire
R840;Calcanectomie
R842;Osteotomie complexe bimalleolaire
R843;Reduct fracture cheville sans traction
R853;Ttt ortho fracture entorse luxat rachis
R866;Autres osteotomies : rachis
R867;Osteotomie simple : rachis
R870;Osteotomie + greffon interpose : rachis
R875;Ablation materiel osteosynthese cheville
R876;Osteosynthese par fixateur ext cheville
R878;Osteosynthese par vis fracture astragale
R879;Osteotomie simple bimalleolaire
R880;Prothese interne apres resection, rachis
R885;Decortication : rachis
R886;Perforation, forage : rachis
R887;Autres interventions : rachis
R888;Prothese int apres resection cheville
R889;Osteosynth metal fracture trimalleolaire
R890;Evidement simple cavite osseuse cheville
R891;Osteosynth metal fracture unimalleolaire
R892;Ponction ou inj int-articulaire cheville
R893;Ablation simple fragment osseux cheville
R894;Biopsie : cheville
R895;Synoviorthese : cheville
R896;Greffe de corail : genou
R897;Ablation de greffe : genou
R898;Ablation de greffe : bassin
R899;Ablation de greffe : bassin
R900;Greffe de corail : hanche
R901;Ablation de greffe de corail : main
R902;Greffe de corail : bassin
R905;Greffe de corail : main
R906;Osteotomie plane oblique poignet main
R907;Ablation de greffe : coude
R908;Ablation de greffe : avant-bras
R919;Ablation de greffe extremite sup humerus
R920;Greffe de corail : coude
R931;Autogreffe fraiche : thorax
R934;Autogreffe fraiche + anast vasc : thorax
R938;Autre greffe osseuse : thorax
R939;Greffe de corail : thorax
R940;Ablation de greffe : thorax
R946;Osteotomie qqs le type : thorax
R957;Prothese interne apres resection, thorax
R958;Prelevement d'os niveau baguette costale
R960;Biopsie : poignet
R961;Ponction biopsique : poignet
R962;Ablation simple fragment osseux poignet
R963;Evidement simple cavite osseuse poignet
R964;Evidement + combl cavite osseuse poignet
R965;Osteosynthese metallique a vis : poignet
R966;Osteosynthese : boulons (poignet)
R967;Osteosynthese : cercles (poignet)
R968;Osteosynthese : agrafes (poignet)
R969;Osteosynth metal fracture bimalleolaire
R970;Osteosynthese : plaques (poignet)
R971;Enclouage medullaire poignet
R972;Embrochage percutane poignet
R973;Fixateurs externes poignet
R974;Osteosynth par compression autre poignet
R975;Osteosynth/plaques a compression poignet
R976;Fixateurs externes + compression poignet
R977;Broche et clou de steinman poignet
R978;Enchevillement eclissage poignet
R979;Osteosynthese non metallique poignet
R980;Autres osteosyntheses : poignet
R981;Ablation materiel d'osteosynth poignet
R982;Autogreffe fraiche corticale : poignet
R983;Autogreffe fraiche spongieuse : poignet
R984;Autogreffe fraiche pediculee : poignet
R985;Autogreffe fraiche + anast vasc poignet
R986;Autogreffes fraiches papineau : poignet
R987;Autogreffe fraiche autre & sai poignet
R988;Greffe de banque : poignet
R989;Autogreffe differee : poignet
R990;Homogreffe s.a.i. : poignet
R991;Heterogreffe s.a.i. : poignet
R992;Osteotomie simple : poignet
R993;Osteotomie complexe : poignet
R994;Autre osteotomie poignet plane oblique
R995;Prothese interne apres resection poignet
R996;Greffe de corail : poignet
R997;Ablation de greffe : poignet
R998;Arthrodese : cheville
S031;Chirurgie de la sterno-claviculaire
S032;Chirurgie de l'acromio-claviculaire
S033;Chirurgie de la coraco-claviculaire
S034;Cleidectomie partielle et totale
S035;Scapulectomie partielle et totale
S036;Arthrotomie : ceinture scapulaire
S037;Chir capsule, synoviale, ceinture scapul
S038;Capsuloplastie : ceinture scapulaire
S039;Arthrodese : ceinture scapulaire
S040;Arthrorise : ceinture scapulaire
S041;Suture ligmt & capsule, ceinture scapul
S042;Interv mobilisatrice sai ceinture scapul
S043;Arthrolyse : ceinture scapulaire
S045;Gref de surface articul ceinture scapul
S046;Forage surface articul, ceinture scapul
S047;Denervation articulaire, ceinture scapul
S048;Biopsie synoviale : ceinture scapulaire
S049;Synoviorthese : ceinture scapulaire
S050;Ponct, inj intra-articul ceinture scapul
S051;Reconstit ligament/gref, ceinture scapul
S052;Reduction ortho ceinture scapulaire
S053;Reduction ortho de luxation : epaule
S061;Arthrotomie : epaule
S062;Chirurgie capsule ou synoviale : epaule
S063;Capsuloplastie : epaule
S066;Arthrorise : epaule
S067;Operation mobilisatrice s.a.i. : epaule
S071;Greffe de surface articulaire : epaule
S072;Forage de surface articulaire : epaule
S073;Biopsie synoviale : epaule
S074;Synoviorthese : epaule
S075;Ponct ou inj intra-articulaire : epaule
S076;Reconstit ligamentaire / greffe, epaule
S078;Chirurgie sous arthroscopie de l'epaule
S079;Chirurgie sous arthroscopie du coude
S080;Chirurgie sous arthroscopie : poignet
S082;Chirurgie capsule ou synoviale : coude
S083;Arthrodese : coude
S085;Operation mobilisatrice s.a.i. : coude
S086;Operation mobilisatrice : coude
S087;Arthroplastie totale : coude
S090;Biopsie synoviale : poignet
S091;Synoviorthese : poignet
S092;Ponct ou inj intra-articulaire, poignet
S094;Chirurgie capsule ou synoviale : poignet
S095;Arthrodese : poignet
S096;Arthrorise : poignet
S097;Operation mobilisatrice : poignet
S098;Arthroplastie totale du poignet
S099;Reduction ortho pour luxation, poignet
S100;Reduction ortho pour entorses : poignet
S101;Arthrorise : main
S102;Greffe de surface articulaire : main
S103;Forage de surface articulaire : main
S104;Transplantation d'1 articulation : main
S105;Denervation articulaire : main
S106;Biopsie synoviale : main
S107;Synoviorthese : main
S108;Ponction ou inj intra-articulaire : main
S109;Reconstit ligamentaire par greffe : main
S110;Reduction orthopedique : main
S111;Arthrotomie simple : main
S112;Chirurgie capsule ou synoviale : main
S113;Suture ligamentaire et capsulaire : main
S114;Arthrodese radio & intercarpienne
S115;Arthrodese intermetacarpienne sauf pouce
S119;Arthrodese metacarpo-phalangienne
S120;Arthrodese interphalangienne
S121;Operation mobilisatrice s.a.i. : main
S122;Operation mobilisatrice radio-carpienne
S123;Mobilisation carpo-meta & intercarpienne
S124;Mobilisation carpo-metacarpienne, pouce
S125;Mobilisation metacarpo-phalangienne
S126;Interv mobilisatrice interphalangienne
S127;Capsulorraphie et capsuloplastie : main
S131;Chir sacro-iliaque, capsule ou synoviale
S132;Suture ligament capsuloplastie : bassin
S133;Chir de la symphyse pubienne et du pubis
S134;Chirurgie de l'ischion
S135;Chirurgie du sacrum
S136;Chirurgie du coccyx
S137;Osteotomies du bassin salter (unique)
S138;Osteotomies bassin triple (chiari etc..)
S139;Arthrotomie : bassin
S141;Arthrodese : bassin
S142;Arthrorise : bassin
S143;Operation mobilisatrice s.a.i. : bassin
S144;Arthrolyse : bassin
S145;Greffe de surface articulaire : bassin
S146;Forage de surface articulaire : bassin
S147;Denervation articulaire : bassin
S148;Biopsie synoviale : bassin
S149;Synoviorthese : bassin
S150;Ponct ou  inj intra-articulaire : bassin
S151;Reconstit ligament par greffe : bassin
S152;Reduction orthopedique : bassin
S160;Arthrodese avec osteotomie : hanche
S161;Denervation articulaire : hanche
S162;Biopsie synoviale : hanche
S163;Synoviorthese : hanche
S164;Ponct ou inj intra-articulaire : hanche
S166;Chirurgie capsule ou synoviale : hanche
S167;Suture ligamentaire et capsuloplastie
S168;Arthrodese/fixation ss avivement, hanche
S169;Arthrodese intra-articulaire : hanche
S170;Arthrodese extra-articul ilio-trochanter
S171;Arthrodese ischio-trochanterienne
S172;Autre prothese de l'extremite sup femur
S173;Prothese de l'extremite sup femur, moore
S175;Proth extremite sup femur,cervico-cephal
S176;Proth extremite sup femur,cephal scellee
S177;Arthroplastie a cupule : hanche
S178;Arthroplastie + materiel interpos hanche
S179;Arthroplastie totale : hanche
S180;Arthroplastie iterative totale : hanche
S181;Ablat simple proth extremite sup femur
S182;Ablat proth totale +/- coaptation,hanche
S183;Reduction sanglante simple : hanche
S184;Reduc sanglante+ interpos capsule,hanche
S185;Reduc chir luxation de prothese hanche
S186;Butee simple : hanche
S187;Autre transplant hanche sharrade mustard
S188;Autres transplantations : hanche
S189;Correction d'attitude vicieuse : hanche
S190;Operation de voss et ses variantes
S192;Forage de surface articulaire : hanche
S193;Tenotomie des adducteurs
S194;Tenotomie du psoas
S195;Transposition du grand trochanter
S197;Reduct ortho luxation transacetabulaire
S198;Ttt chir de luxation transacetabulaire
S199;Chirurgie sous arthroscopie : hanche
S200;Chirurgie sous arthroscopie : cheville
S201;Reduct ortho luxation de prothese hanche
S210;Arthroplastie avec prothese : genou
S211;Arthrorise : genou
S212;Forage de surface articulaire : genou
S213;Denervation articulaire : genou
S214;Biopsie synoviale : genou
S215;Synoviorthese : genou
S216;Ponction ou inj intra-articulaire, genou
S218;Chirurgie capsule & synoviale : genou
S219;Arthrodese s.a.i. et autres : genou
S220;Arthrodese type charnley : genou
S221;Arthrodese + clou centromedullaire genou
S222;Mobilisation sous anesthesie : genou
S223;Arthrolyse simple : genou
S224;Allongement du quadriceps
S226;Arthroplastie sans prothese : genou
S227;Proth genou femoro-tibiale + charniere
S228;Proth genou femoro-tibiale ss charniere
S229;Prothese femoro-patellaire
S230;Patellectomie (partielle et totale)
S231;Patelloplastie
S232;Transfert ischio-jambiers type eggers
S233;Transfert ischio-jambiers sur la rotule
S234;Autre transplantation & transfert, genou
S235;Correction d'attitude vicieuse, genou
S236;Biopsie synoviale : cheville
S237;Operation type krogius : genou
S238;Mobilisation tuberosite tibiale ant
S239;Synoviorthese : cheville
S240;Ponct ou inj intra-articulaire, cheville
S241;Epiphysiodese extremite inferieure femur
S242;Epiphysiodese extremite sup tibia perone
S243;Epiphysiodese extremite inf tibia perone
S244;Arthrorise : cheville
S246;Chirurgie capsule & synoviale : cheville
S247;Arthrodese s.a.i. et autres : cheville
S248;Arthroplastie avec prothese : cheville
S249;Resect,remise en tension capsule chevill
S250;Transport tendineux (castaing), cheville
S252;Arthroscopie pour menisectomie
S254;Arthroscopie pour ligamentoplastie
S255;Reduction ortho pour fracture : cheville
S256;Reduction ortho pour luxation : cheville
S257;Reduction ortho pour entorse : cheville
S261;Reduction orthopedique : genou
S262;Arthrodese limitee a la sous-tarsienne
S264;Reduction orthopedique de luxation genou
S271;Arthrotomie simple : pied
S272;Chirurgie capsule & synoviale : pied
S273;Arthrodese tibio-astragalienne seule
S274;Double arthrodese cheville
S275;Triple arthrodese cheville
S276;Arthrodese limitee a sous-astragalienne
S279;Arthrodese calcaneo-cuboidienne
S280;Operation du cavalier (judet)
S281;Arthrodese tibio-calcaneenne
S282;Arthrorise s.a.i. : pied
S284;Arthroplastie & autre mobilisation, pied
S285;Astragalectomie
S291;Arthrodese du tarse anterieur
S292;Liberation de lisfranc (type heymann)
S293;Arthrodese metatarso-phalangienne
S294;Arthroplastie metatarso-phalangienne
S301;Syndactylisation chirurgicale : orteils
S311;Arthrotomie au niveau des orteils
S312;Chir capsule synoviale ligament, orteils
S313;Capsuloplastie orteils
S314;Arthrodese des orteils (maximum 5)
S315;Arthrorise orteils
S316;Arthrolyse des orteils
S317;Arthroplastie des orteils
S321;Greffe de surface articulaire : pied
S322;Forage de surface articulaire : pied
S323;Transplantation d'1 articulation : pied
S324;Denervation articulaire : pied
S325;Biopsie synoviale : pied
S326;Synoviorthese : pied
S327;Ponction ou inj intra-articulaire : pied
S328;Reconstitution ligament par greffe, pied
S329;Reduction orthopedique : pied
S330;Reduction ortho de luxation : pied
S340;Arthroscopie diagnostique: cheville
S341;Arthrodese cervico-occipitale
S342;Arthrodese cervicale pure
S343;Arthrodese dorso-lombaire
S344;Arthrodese lombo-sacree sans materiel
S345;Arthrodese lombo-sacree avec materiel
S346;Arthrodese etendue du rachis
S347;Barre crantee & crochets,scoliose rachis
S350;Epiphysiodese : rachis
S351;Synoviorthese : coude
S352;Ponct ou inj intra-articulaire : coude
S353;Tige crochets&syst de rotation, scoliose
S354;Arthrodese ant+vissage corps vertebraux
S356;Reduct+fixation scoliose neuro, myopath
S691;Biopsie synoviale : coude
T002;Extension continue mbre sup sauf main
T003;Attelle dynamique main et doigt
T005;Platre mbre superieur sf thoracobrachial
T006;Platre thoracobrachial
T007;Immobilisation non platree mbre sup
T008;Immobilisation non platree : thor-brach
T009;Appareillage amputes desarticules mb sup
T011;Immobilisation provisoire mbre inferieur
T012;App d'extension continue mbre inferieur
T013;Platre pelvi-pedieux (hanche, bassin)
T014;Platre mbre inferieur sf pelvi-pedieux
T016;Immobilisation non platree pelvi pedieux
T017;Immobilisation non platree mbre inf
T018;App provisoire mb inf ampute desarticule
T021;Traction continue rachis avec collier
T022;Appui cranien continu avec halo : rachis
T023;Coquille platree : rachis
T024;Corset platre : rachis
T025;Autres appareils platres : rachis
T026;Coquille non platree : rachis
T027;Corset non platre : rachis
T031;Appareil d'immobilisation provisoire cou
T032;App extension continue du cou : collier
T033;Extension continue du cou : halo
T034;Platre du cou : capulet minerve
T035;Platre du cou : grande minerve
T036;Immobilisation du cou : capulet minerve
T037;Immobilisation du cou : grande minerve
T041;Immobilisation provisoire du thorax
T042;Immobilisation platree thorax : corset
T043;Immobilisation non platree du thorax
T051;Stimulat/fistule arterio-vein, mbre sup
T052;Deperiostage : membre superieur
T053;Autre stimulation des mbres superieurs
T054;Autres allongements : membre superieur
T055;Allongement humeral (chaque temps)
T056;Allongement avant-bras (chaque temps)
T057;Agrafage & epiphysiodese membre sup
T058;Raccourcissement humeral
T059;Raccourcissement isole d'1 os avant-bras
T060;Autre raccourcissement membre superieur
T071;Stimulat/fistule arterio-vein, mbre inf
T072;Deperiostage des membres inferieurs
T073;Autre procede de stimulation, membre inf
T074;Autres allongements : membre inferieur
T075;Allongement femoral (chaque temps)
T076;Allongement tibial
T078;Raccourcissement femoral
T079;Raccourcissement tibial
T080;Autre raccourcissement, membre inferieur
T090;Amputation desarticulation main sf doigt
T093;Amputation du bras
T094;Desarticulation du coude
T095;Amputation de l'avant-bras
T096;Operation de krukenberg
T098;Amputation et desarticulation des doigts
T099;Autre amputation desarticulat mbre sup
T100;Revision moignon apres amputat mbre sup
T114;Desarticulation du genou
T115;Amputation de la jambe
T117;Amputation mediotarse tarse ant lisfranc
T118;Amputation transmetatarsienne
T119;Amputations des orteils
T120;Autre amputation desarticulat, mbre inf
T121;Revision moignon apres amputat, mbre inf
T130;Greffe tendon ou muscle + anast vasc
T131;Biopsie musculaire ou tendineuse
T132;Suture tendon, muscle & ou ligament
T133;Greffe tendon, muscle et ou ligament
T134;Rempl tendon muscle ligament/materiel
T135;Tenolyse
T136;Section d'un tendon ou d'un muscle
T137;Allongement d'un tendon ou d'un muscle
T138;Raccourcissement tendon ou muscle
T139;Transfert d'un tendon ou d'un muscle
T140;Translocation d'un tendon ou d'un muscle
T141;Tenodese
T142;Transplant muscle-tendon ou ligamentaire
T143;Resection muscle, tendon et ligaments
T144;Resect etendue tendons muscles ligaments
T145;Chirurgie de l'aponevrose
T146;Autre interv sur muscle tendon ligaments
T151;Rconstr doigt, transfert doigt sf pouce
T152;Reconstruction en cas de pollicisation
T155;Cure de doigt a ressaut
T161;Biopsie muscle tendon ou ligament : main
T162;Suture tendon muscle ligaments : main
T163;Greffe tendon, muscle, ligaments : main
T164;Rempl tendon ou ligament/materiel, main
T165;Tenolyse : main
T166;Section d'1 tendon ou d'1 muscle : main
T167;Allongement tendon ou muscle : main
T168;Raccourcissement tendon ou muscle, main
T169;Transfert tendon ou muscle : main
T170;Translocation tendon ou muscle : main
T171;Tenodese : main
T172;Transplant muscle-tendon, ligament main
T173;Resect muscle tendon & ligaments : main
T174;Resect etendue & en bloc pr neo : main
T176;Autre interv muscle tendon ligament main
T181;Biopsie musculaire : bassin et hanche
T182;Suture tendon muscle ligmt bassin hanche
T183;Greffe tendon muscle ligmt bassin hanche
T184;Rempl tendon ligmt/materiel bassin hanch
T185;Tenolyse : bassin et hanche
T186;Section tendon ou muscle : bassin hanche
T187;Allongement tendon muscle, bassin hanche
T188;Raccour tendon ou muscle : bassin hanche
T189;Transfert tendon muscle : bassin hanche
T190;Translocation tendon muscle,bassin hanch
T191;Tenodese : bassin et hanche
T192;Transplant muscle-tendon : bassin hanche
T193;Resect muscle tendon ligmt,bassin hanche
T194;Resect etendue & en bloc : bassin hanche
T195;Chirurgie de l'aponevrose, bassin hanche
T196;Chir muscle tendon ligmt : bassin hanche
T201;Biopsie musculaire ou ligament : genou
T202;Suture tendineuse & ligamentaire : genou
T203;Greffe tendineuse & ligamentaire : genou
T204;Rempl tendon ou ligament/materiel, genou
T206;Section d'un tendon : genou
T207;Allongement d'un tendon : genou
T208;Raccourcissement d'un tendon : genou
T209;Transfert d'un tendon : genou
T210;Translocation d'un tendon : genou
T212;Transplant muscle-tendon ligament, genou
T213;Resect muscle tendon & ligament : genou
T214;Resect etendue & en bloc pour neo, genou
T217;Autre interv muscle tendon & ligmt genou
T221;Biopsie musculaire ou ligament : jambe
T222;Suture tendon, muscle & ligament : jambe
T223;Greffe tendineuse : jambe
T224;Rempl tendon ou ligament/materiel, jambe
T225;Tenolyse : jambe
T226;Resection muscle et tendon : jambe
T227;Resection etendue, muscle tendon jambe
T228;Interv sur ligmt & syndesmoplastie jambe
T229;Transfert tendon jambier ant en arriere
T230;Transfert tendon jambier ant lateralemt
T231;Transfert tendineux peroniers en avant
T232;Transfert tendineux peroniers en arriere
T233;Transfert tendon jambier post en avant
T234;Transfert tendon jambier post en arriere
T235;Transfert tendon extens sur metatarsiens
T236;Autres transferts tendineux : jambe
T237;Tenodese : jambe
T238;Translocation d'un tendon : jambe
T241;Allongement et section tendon d'achille
T242;Allongement & section autre tendon jambe
T243;Autres interv sur les tendons : jambe
T244;Correction equin (chir triceps jumeaux)
T245;Allongement simple du tendon d'achille
T246;Allongement tendon achille +capsulotomie
T247;Liberation int (& postero-int) pied bot
T248;Liberation plantaire s.a.i.
T249;Aponevrotomie plantaire simple
T250;Steindler (jambe)
T251;Interv d'allongement plus large : jambe
T252;Raccourcissement de tendon : jambe
T253;Aponevrotomie : jambe
T332;Phalangisation
T333;Cure chir complexe maladie de dupuytren
T334;Cure chir simple maladie de dupuytren
T336;Aponevrotomie digito-palmaire
T337;Aponevrotomie + excision cutanee : main
T338;Fasciotomie : main
T339;Chirurgie de l'ongle : main
T390;Greffe dermique et graisseuse : pied
T391;Proth plastique & inclusion inerte, pied
T393;Chirurgie de l'ongle : pied
T394;Chir de l'ongle & de sa matrice : pied
T396;Autres interventions sur la peau : pied
T552;Neurotomie
T553;Transposition d'un nerf
T554;Suture d'un nerf
T555;Exploration simple du nerf
T561;Autogref habituelle nerf, prelvmt inclus
T562;Greffe pediculee nerf, prelvmt inclus
T563;Homo & hetero-greffe nerf prelvmt inclus
T564;Injection dans un nerf
T565;Neuroclasie
T566;Stimulation per-operatoire d'un nerf
T584;Neurolyse nerf periph extra-fasciculaire
T585;Neurolyse nerf periph intra-fasciculaire
T636;
T776;Extract c.e. prof sf poignet main mb inf
T809;Extract c.e. profond poignet main
T834;Extract c.e. profond parties molles bhc
T854;Extrac c.e. profond parties molles genou
T881;Extract c.e. profond : jambe & pied
U001;Potentiels evoques moteurs
U002;Enregistrement de sieste avec eeg
U003;Enr sommeil longue duree de jour + eeg
U004;Enr sommeil longue duree apres privation
U005;Test de latences multiples
U006;Enr ambul longue duree de 24h + eeg
U007;Enr ambul longue duree de 48h + eeg
U008;Enr ambul longue duree video et continu
U009;Cartographie ou analyse topographique
U010;Monitoring eeg des comas (ped, rea ped)
U011;Injection intra-thecale autre medicament
U012;Injection de toxines botuliniques
U013;Eeg continu de type oxford
U014;Enr video de longue duree couple a eeg
U015;E.e.g. continu longue duree sans sommeil
U016;Enr eeg continu longue duree, app bmsi
U017;Pose d'electrodes sphenoidales pour enr
U018;Bilan acoustique voix et dysarthries
U019;Bilan neuro-psychologique de l'aphasie
U020;Reeducation de l'aphasie
U021;Reeducation de dysarthrie
U022;Bilan neuro-psy de base fonctions cognit
U023;Bilan neuro-psychologique de demence
U024;Bilan neuro-psychologique de parkinson
U025;Bilan neuro-psy d'anevrysme communic ant
U026;Bilan neuro-psycho de syndrome frontal
U027;Bilan neuro-psychologique d'apraxie
U028;Prise en charge neuro-psycho d'amnesie
U029;Prise en charge neuro-psy de negligence
U030;Prise en charge neuro-psycho de t.c.
U031;Injection medicamenteuse pr ttt douleur
U032;Stimulation in situ
U033;Profilometrie
U034;Reflexogramme
U035;Motricite et deglutition
U036;Mesure commande volontaire sphincters
U037;Elasticite
U038;Mmpi test personnalite a items multiples
U039;Test de representation corporelle
U040;Bio-feed back oesophagien
U041;Emg du plancher bouche/electrode contact
U042;Eeg avec technique d'analyse quantitativ
U043;P.e.a. pr latences moyennes & tardives
U044;Actimétrie
U045;Consultation de psychologie
U046;Suivi psychologique
U047;Bilan psychomoteur
U048;Suivi psychomoteur
U049;Rééducation orthophonique individuelle
U050;Rééducation orthophonique en groupe
U051;Psychothérapie de relaxation
U052;Electromyogramme du diaphragme
U053;Stimulation électrique périphérique
U054;Stimulation magnétique périphérique
U055;Stimulation magnétique corticale
U100;Changement d'implant
U101;Implant chambre post suture a la sclere
U102;Decollement retine & indentation locale
U103;Decollemt retine, indentation & cerclage
U104;Ponction de liquide sous-retinien
U105;Ablation d'huile de silicone
U106;Cure ptosis, interv aponevrose releveur
U107;Intervention sur le muscle de muller
U108;Refixation de l'angle externe
U109;Intubation du canalicule simple
U110;Conjonctivodacryocystorhinostomie (jones
U111;Hydroxyapatite
U112;Bille en silicone
U113;Bille habillee de sclere
U114;Suture eversente
U115;Rhee jones
U116;Resect peau orbiculaire & suture retract
U117;Khunt zymanowski
U118;Resection des retracteurs
U119;Implant rigide
U120;Implant souple
U121;Doppler couleur branches arter ophtalmiq
U122;Echographie biometrique oculaire
U200;Pose de sonde oesophagienne de calibrage
U201;Cordectomie
U202;Recherche echo de ganglions cervicaux
U203;Bilan echographique de masse cervicale
U204;Massif facial face basse
U205;Drainage ethmoidite aigue/voie orbit ext
U206;Angioplastie artere du membre superieur
U207;Patient nécessitant d'être endormi
U208;Angioplast art tronc tib/per ou art jamb
U209;Acte endos bloc op sans geste chir
U210;Pose sonde naso-gastrique sous endoscop
U211;TTT par infrarouges pour patho hémorroid
U212;Stent pour anévrysme iliaque
U213;Thrombo-aspiration
U214;Sclérose de varices gastriques
U215;Cordotomie partie post sous endos laser
U216;Section des replis aryépiglottiques
U217;Enregistrement électro-oculographique
U218;Analyse acoustique de la parole
U219;Enregistrement de l'équilibre dynamique
U220;Analyse spatio-tempo marche syst vicon
U221;Angioplastie per-cutanée de la carotide
U222;Angioplast per-cut tronc art brach-céph
U223;Angioplastie per-cut artère vertébrale
U224;Angioplastie per-cutanée artère mb sup
U225;Auto-hémothérapie
U226;R-Test
U227;Prise pressions artérielles distales MI
U228;Entretien anténatal
U229;Consultation d'hémovigilance
U230;Acte effectué en per-opératoire
U231;Pansements
U232;Ablation de fils
U233;Prelev ou injection dans chamb implant
U234;Scanner Elscint
U235;Scanner Siemens
U236;Angiographe Multistar
U237;Angiographe Polystar
U238;Age osseux du nné
U239;Echographie transfontanellaire au lit
U240;Echoghraphie du larynx
U241;Echographie médiastinale
U242;Radio de contrôle de catheter
U243;Radio de contrôle de Phmétrie
U244;Echodoppler couleur du fœtus
U245;Echographie pour grossesse multiple
U246;Echographie fœtale (2ème intention)
U247;Sujet obèse
U248;Echographie de moelle ndu nouveau-né
U249;Neuro-navigation
U250;Cytaphérèse
U251;Transfusion de produits labiles
U252;Administration méd. dérivés du sang
U253;Echo-Doppler des veines jugulaires
U254;Echo-doppler de FAV
U255;Echo-doppler de greffon
U256;Echo-doppler veineux - mbre inférieur
